"id","dams","miles","barriers"
"020700060402",1,9.62600040435791,0
"020700060501",8,14.871000289916992,0
"020700060503",6,32.124000549316406,0
"020700060601",4,5.702000141143799,0
"020700060602",5,0.5600000023841858,0
"020700060603",6,2.0769999027252197,0
"020700060604",3,0.7459999918937683,0
"020700060605",14,1.621000051498413,0
"020700060702",3,1.5800000429153442,0
"020700060703",7,45.665000915527344,0
"020700070101",10,1.7489999532699585,0
"020700070102",5,0.6959999799728394,0
"020700070103",8,1.0870000123977661,0
"020700070104",5,0.4410000145435333,0
"020700070105",3,0.20100000500679016,0
"020700070201",6,3.447999954223633,0
"020700070202",12,0.4339999854564667,0
"020700070303",2,3.2119998931884766,0
"020700070304",6,229.85899353027344,0
"020700080101",1,-1.0,0
"020700080202",20,1.4819999933242798,0
"020700080301",40,1.2799999713897705,0
"020700080302",28,0.49900001287460327,0
"020700080401",6,0.8169999718666077,0
"020700080403",19,0.7919999957084656,0
"020700080501",6,0.257999986410141,0
"020700080502",33,0.734000027179718,0
"020700080503",15,0.7889999747276306,0
"020700080504",25,0.31700000166893005,0
"020700080505",9,0.4429999887943268,0
"020700080601",32,0.6069999933242798,0
"020700080602",40,0.8669999837875366,0
"020700080701",36,0.6140000224113464,0
"020700080702",10,75.80599975585938,0
"020700080703",4,0.30799999833106995,0
"020700080704",10,2.0239999294281006,0
"020700080801",3,16.71299934387207,0
"020700080802",8,2.4660000801086426,0
"020700080901",18,0.2329999953508377,0
"020700080902",2,20.753000259399414,0
"020700080903",9,0.29600000381469727,0
"020700080904",6,2.438999891281128,0
"020700080905",10,0.42899999022483826,0
"020700081001",9,0.7110000252723694,0
"020700081002",1,0.3959999978542328,0
"020700081003",2,-0.11599999666213989,0
"020700081004",31,1.0720000267028809,0
"020700081005",43,65.55899810791016,0
"020700090101",1,1.8739999532699585,0
"020700090102",1,10.498000144958496,0
"020700090203",3,14.279999732971191,0
"020700090301",5,5.198999881744385,0
"020700090302",2,29.739999771118164,0
"020700090303",3,15.902999877929688,0
"020700090401",2,0.8740000128746033,0
"020700090404",1,64.98799896240234,0
"020700090405",1,135.5709991455078,0
"020700090503",1,249.23599243164062,0
"020700090505",2,5.9029998779296875,0
"020700090601",1,12.944000244140625,0
"020700090602",1,2.190999984741211,0
"020700090605",5,1.1160000562667847,0
"020700090701",3,0.7680000066757202,0
"020700090702",2,0.15700000524520874,0
"020700090703",1,0.6320000290870667,0
"020700090704",3,0.07999999821186066,0
"020700100101",5,10.845999717712402,0
"020700100102",9,1.4989999532699585,0
"020700100103",2,0.017999999225139618,0
"020700100201",30,1.0390000343322754,0
"020700100202",21,1.406999945640564,0
"020700100203",20,2.5999999046325684,0
"020700100204",24,0.9810000061988831,0
"020700100301",3,5.73199987411499,0
"020700100302",8,2.694999933242798,0
"020700100303",10,1.843999981880188,0
"020700100304",2,1.8839999437332153,0
"020700100305",9,6.51200008392334,0
"020700100306",5,0.8809999823570251,0
"020700100307",2,4.723999977111816,0
"020700100401",15,2.0850000381469727,0
"020700100402",6,9.645999908447266,0
"020700100501",26,1.2369999885559082,0
"020700100502",12,1.6260000467300415,0
"020700100503",12,0.4099999964237213,0
"020700100504",18,6.683000087738037,0
"020700100601",31,0.734000027179718,0
"020700100602",20,1.1019999980926514,0
"020700100603",15,2.615999937057495,0
"020700100604",5,1.090000033378601,0
"020700100605",8,0.8059999942779541,0
"020700100606",11,0.9330000281333923,0
"020700100701",34,0.47200000286102295,0
"020700100702",3,2.4609999656677246,0
"020700100703",10,0.22200000286102295,0
"020700100704",17,1.069000005722046,0
"020700100705",11,1.2589999437332153,0
"020700100801",5,107.78500366210938,0
"020700100802",13,2.6649999618530273,0
"020700100803",14,1.9589999914169312,0
"020700100804",13,0.37599998712539673,0
"020700100805",2,0.906000018119812,0
"020700110101",3,3.7330000400543213,0
"020700110102",4,23.274999618530273,0
"020700110103",5,5.75,0
"020700110104",9,3.3269999027252197,1
"020700110105",5,7.445000171661377,0
"020700110106",3,-1.0,0
"020700110201",3,2.1080000400543213,0
"020700110202",12,0.5059999823570251,0
"020700110203",5,20.832000732421875,0
"020700110204",1,0.03400000184774399,0
"020700110205",8,5.179999828338623,0
"020700110206",8,4.776000022888184,0
"020700110207",1,0.08100000023841858,0
"020700110301",2,0.6359999775886536,0
"020700110302",2,0.29600000381469727,0
"020700110304",1,6.88100004196167,0
"020700110305",5,0.5609999895095825,0
"020700110401",1,1.2269999980926514,0
"020700110402",1,-1.0,0
"020700110403",1,1.2170000076293945,0
"020700110501",8,8.555999755859375,0
"020700110502",1,12.54699993133545,0
"020700110503",3,0.7269999980926514,0
"020700110601",8,5.010000228881836,0
"020700110603",12,2.7200000286102295,0
"020700110604",12,4.434000015258789,0
"020700110701",5,7.931000232696533,0
"020700110702",1,0.0,0
"020700110704",4,2.624000072479248,0
"020700110801",13,2.496999979019165,0
"020700110802",3,1.5379999876022339,0
"020700110803",8,0.4950000047683716,0
"020700110804",10,4.866000175476074,0
"020700110805",3,4.543000221252441,0
"020700110806",4,4.151000022888184,0
"020700110901",2,27.597000122070312,0
"020700110902",1,6.111000061035156,0
"020700110903",1,1.38100004196167,0
"020801020102",2,3.130000114440918,0
"020801020104",1,10.805999755859375,0
"020801020105",6,0.984000027179718,0
"020801020201",6,1.5549999475479126,0
"020801020202",2,4.317999839782715,0
"020801020203",1,0.2720000147819519,0
"020801020204",2,0.1080000028014183,0
"020801020301",5,2.9200000762939453,0
"020801020302",1,4.775000095367432,0
"020801020401",5,10.380999565124512,0
"020801020402",2,18.0310001373291,0
"020801020403",1,4.659999847412109,0
"020801020404",1,8.359000205993652,0
"020801030101",13,2.007999897003174,0
"020801030103",1,7.15500020980835,0
"020801030104",28,0.9200000166893005,0
"020801030201",10,1.25,0
"020801030202",35,0.5220000147819519,0
"020801030203",31,0.6259999871253967,0
"020801030302",2,3.0980000495910645,0
"020801030304",7,1.4850000143051147,0
"020801030401",1,0.4169999957084656,0
"020801030402",1,13.685999870300293,0
"020801030404",9,5.053999900817871,0
"020801030405",9,0.3009999990463257,0
"020801030501",11,7.304999828338623,0
"020801030502",8,0.7039999961853027,0
"020801030503",7,0.8889999985694885,0
"020801030601",11,1.0470000505447388,0
"020801030602",10,1.0709999799728394,0
"020801030603",10,0.1420000046491623,0
"020801030604",9,8.267000198364258,0
"020801030702",5,1.0429999828338623,0
"020801030703",4,0.5450000166893005,0
"020801030802",5,0.7429999709129333,0
"020801030803",13,1.6970000267028809,0
"020801030804",4,129.3699951171875,0
"020801030901",1,11.774999618530273,0
"020801030902",5,0.8510000109672546,0
"020801030903",1,13.017000198364258,0
"020801030904",7,1.2330000400543213,0
"020801030905",2,1.8220000267028809,0
"020801030906",10,0.5809999704360962,0
"020801031001",11,46.36899948120117,0
"020801031002",2,0.21699999272823334,0
"020801031003",14,0.6809999942779541,0
"020801031101",2,0.6299999952316284,0
"020801031102",18,0.6069999933242798,0
"020801031103",11,2.0869998931884766,0
"020801031104",6,3.3320000171661377,0
"020801031105",3,8.399999618530273,0
"020801040101",8,4.15500020980835,0
"020801040102",13,1.649999976158142,0
"020801040103",8,3.0769999027252197,0
"020801040104",5,1.9880000352859497,0
"020801040201",16,3.6530001163482666,0
"020801040202",18,4.6570000648498535,0
"020801040203",9,1.6399999856948853,0
"020801040301",18,2.38100004196167,0
"020801040302",4,6.058000087738037,0
"020801040303",14,1.5119999647140503,0
"020801040304",10,8.20300006866455,0
"020801040305",6,2.7300000190734863,0
"020801040401",8,14.12399959564209,0
"020801040402",4,6.4029998779296875,0
"020801040403",16,2.0820000171661377,0
"020801040404",6,5.960000038146973,0
"020801040405",19,1.3550000190734863,0
"020801040406",7,1.3539999723434448,0
"020801040501",5,5.789000034332275,0
"020801040502",9,1.9850000143051147,0
"020801040503",3,0.7829999923706055,0
"020801040504",6,1.090000033378601,0
"020801040601",4,10.26099967956543,0
"020801040602",5,2.1689999103546143,0
"020801040603",6,5.178999900817871,0
"020801040701",4,5.909999847412109,0
"020801040702",5,0.9649999737739563,0
"020801040704",5,0.296999990940094,0
"020801040705",3,1.9700000286102295,0
"020801050101",17,4.642000198364258,0
"020801050102",13,7.9730000495910645,0
"020801050103",5,7.416999816894531,0
"020801050104",13,7.6529998779296875,0
"020801050105",2,7.013000011444092,0
"020801050201",4,0.6140000224113464,0
"020801050202",4,1.315999984741211,0
"020801050203",2,0.6240000128746033,0
"020801050204",22,2.1410000324249268,0
"020801050205",19,1.940999984741211,0
"020801050301",27,1.5859999656677246,0
"020801050302",16,4.752999782562256,0
"020801050303",20,0.7979999780654907,0
"020801050401",21,3.924999952316284,0
"020801050402",18,6.177999973297119,0
"020801050403",6,13.175999641418457,0
"020801050501",9,3.438999891281128,0
"020801050502",2,0.08500000089406967,0
"020801050503",14,5.2210001945495605,0
"020801050504",27,2.140000104904175,0
"020801050601",19,3.178999900817871,0
"020801050602",5,5.163000106811523,0
"020801050603",13,2.3410000801086426,0
"020801050604",9,4.9070000648498535,0
"020801060101",14,3.2669999599456787,0
"020801060102",21,1.777999997138977,0
"020801060103",21,5.675000190734863,0
"020801060201",16,8.897000312805176,0
"020801060202",13,1.2640000581741333,0
"020801060203",5,0.546999990940094,0
"020801060204",15,16.20599937438965,0
"020801060301",20,4.317999839782715,0
"020801060302",24,0.8769999742507935,0
"020801060303",21,3.4809999465942383,0
"020801060304",53,2.683000087738037,0
"020801060401",12,0.5600000023841858,0
"020801060402",2,18.597999572753906,0
"020801060403",1,0.09799999743700027,0
"020801060404",2,0.47999998927116394,0
"020801060501",12,1.3420000076293945,0
"020801060502",5,1.2649999856948853,0
"020801060503",2,8.746000289916992,0
"020801060601",5,0.902999997138977,0
"020801060602",1,0.17000000178813934,0
"020801060603",5,23.827999114990234,0
"020801060701",38,2.552000045776367,0
"020801060702",43,0.7940000295639038,0
"020801060801",5,9.907999992370605,0
"020801060802",17,7.698999881744385,0
"020801060803",40,0.5189999938011169,0
"020801060901",15,4.948999881744385,0
"020801060902",12,0.578000009059906,0
"020801060903",8,1.99399995803833,0
"020801060904",13,0.6430000066757202,0
"020801061001",6,2.378000020980835,0
"020801061002",6,10.25,0
"020801061003",15,4.63100004196167,0
"020801061004",24,2.632999897003174,0
"020801061005",3,7.252999782562256,0
"020801061101",11,3.993000030517578,0
"020801061102",9,5.054999828338623,0
"020801070101",7,2.446000099182129,0
"020801070102",4,5.644999980926514,0
"020801070103",7,8.755999565124512,0
"020801070104",8,2.6429998874664307,0
"020801070201",8,1.8899999856948853,0
"020801070202",8,5.636000156402588,0
"020801070203",10,1.7280000448226929,0
"020801070204",1,1.5069999694824219,0
"020801080101",1,17.500999450683594,0
"020801080102",2,1.5440000295639038,0
"020801080201",5,0.34700000286102295,0
"020801080202",1,6.642000198364258,0
"020801110602",1,5.9120001792907715,0
"020801110801",1,8.92199993133545,0
"020801110802",1,2.0899999141693115,0
"020801110803",2,1.805999994277954,0
"020801110901",4,2.2750000953674316,0
"020801110902",4,0.6230000257492065,0
"020802010101",0,0.0,18
"020802010102",1,0.0010000000474974513,18
"020802010103",3,4.367000102996826,34
"020802010201",1,4.328000068664551,36
"020802010202",1,215.4530029296875,47
"020802010203",3,0.7139999866485596,13
"020802010204",0,0.0,7
"020802010205",2,103.9749984741211,0
"020802010301",1,2.071000099182129,0
"020802010302",2,12.487000465393066,17
"020802010303",1,3.2070000171661377,44
"020802010304",0,0.0,3
"020802010401",0,0.0,11
"020802010402",1,1.062999963760376,9
"020802010403",5,1.3179999589920044,19
"020802010404",3,4.006999969482422,9
"020802010405",3,6.63100004196167,0
"020802010501",2,0.3140000104904175,0
"020802010502",2,0.5299999713897705,2
"020802010503",5,0.20499999821186066,0
"020802010504",1,1.0479999780654907,1
"020802010505",1,0.22599999606609344,18
"020802010506",2,16.655000686645508,29
"020802010507",3,9.579999923706055,11
"020802010602",0,0.0,11
"020802010603",0,0.0,1
"020802010604",0,0.0,47
"020802010605",0,0.0,23
"020802010702",1,0.0,5
"020802010703",1,3.618000030517578,9
"020802010704",1,3.134999990463257,33
"020802010801",3,314.01800537109375,13
"020802010802",0,0.0,15
"020802010803",4,2.2769999504089355,17
"020802010901",1,3.4790000915527344,0
"020802010902",1,1.2610000371932983,2
"020802011001",5,1.555999994277954,43
"020802011002",4,0.06300000101327896,3
"020802011003",5,0.847000002861023,29
"020802011101",5,16.059999465942383,60
"020802011102",9,1.812999963760376,102
"020802011202",2,1.0299999713897705,51
"020802011203",4,1.4010000228881836,14
"020802011205",1,0.07199999690055847,0
"020802011301",12,0.4519999921321869,30
"020802011302",18,0.9950000047683716,0
"020802011401",4,2.0460000038146973,0
"020802011402",5,0.4749999940395355,0
"020802011403",11,1.7289999723434448,0
"020802011502",1,0.02199999988079071,65
"020802011503",4,3.187999963760376,1
"020802011504",2,1.7000000476837158,0
"020802011505",3,2.878000020980835,38
"020802020101",1,4.179999828338623,17
"020802020104",2,0.5040000081062317,0
"020802020105",1,0.7929999828338623,0
"020802020106",2,0.07800000160932541,8
"020802020107",1,1.6790000200271606,0
"020802020108",1,6.7779998779296875,0
"020802020201",1,103.55899810791016,18
"020802020202",3,43.167999267578125,0
"020802020204",1,1.0920000076293945,0
"020802020205",10,0.3919999897480011,0
"020802020301",4,0.6610000133514404,0
"020802020302",6,0.7839999794960022,0
"020802020303",14,6.2179999351501465,0
"020802020402",7,0.5429999828338623,0
"020802020403",1,0.0,5
"020802020404",3,1.9559999704360962,0
"020802020501",3,9.95300006866455,6
"020802020503",3,0.14399999380111694,0
"020802020504",2,1.1019999980926514,0
"020802020505",6,1.2430000305175781,0
"020802020506",3,0.367000013589859,6
"020802030101",5,24.007999420166016,64
"020802030102",2,0.6600000262260437,9
"020802030103",9,13.20199966430664,0
"020802030201",3,8.824999809265137,8
"020802030202",9,1.8259999752044678,13
"020802030203",16,0.492000013589859,0
"020802030301",23,6.995999813079834,0
"020802030302",13,2.1059999465942383,0
"020802030303",23,1.4509999752044678,0
"020802030304",7,18.934999465942383,0
"020802030305",10,15.085000038146973,0
"020802030306",15,0.6660000085830688,0
"020802030401",3,0.6200000047683716,0
"020802030402",12,3.3469998836517334,0
"020802030403",5,2.5250000953674316,0
"020802030404",7,0.9440000057220459,0
"020802030405",1,0.9190000295639038,0
"020802030406",7,0.7319999933242798,0
"020802030501",5,7.9679999351501465,15
"020802030502",3,1.0779999494552612,6
"020802030503",4,0.8519999980926514,0
"020802030504",3,3.009000062942505,0
"020802030505",3,0.42100000381469727,27
"020802030506",1,3.2209999561309814,0
"020802030601",6,3.7920000553131104,0
"020802030602",9,19.409000396728516,0
"020802030603",3,0.7459999918937683,0
"020802030604",7,21.011999130249023,0
"020802030701",1,0.13099999725818634,0
"020802030702",7,0.6169999837875366,0
"020802030703",1,17.655000686645508,0
"020802030801",6,0.5379999876022339,0
"020802030802",1,1.7120000123977661,0
"020802030803",3,4.264999866485596,0
"020802030804",5,2.1540000438690186,0
"020802030901",18,1.2740000486373901,0
"020802030902",10,0.3840000033378601,39
"020802030903",8,16.12700080871582,0
"020802031001",5,0.2029999941587448,0
"020802031002",12,4.500999927520752,0
"020802031003",3,0.9110000133514404,0
"020802031101",6,0.47699999809265137,0
"020802031102",7,0.3659999966621399,0
"020802031103",19,3.990999937057495,0
"020802031104",8,0.49000000953674316,0
"020802031201",8,1.7690000534057617,0
"020802031202",5,2.068000078201294,0
"020802031203",26,0.38600000739097595,0
"020802031204",9,0.7289999723434448,0
"020802031301",10,6.625,0
"020802031302",3,0.7440000176429749,0
"020802031303",10,2.6419999599456787,0
"020802031304",8,2.24399995803833,0
"020802031401",12,2.259000062942505,0
"020802031402",6,0.5740000009536743,0
"020802031403",3,12.675999641418457,0
"020802031501",1,0.007000000216066837,0
"020802031502",18,0.8840000033378601,0
"020802040101",21,0.6140000224113464,0
"020802040102",23,3.4679999351501465,0
"020802040103",1,24.187000274658203,0
"020802040104",1,1.0460000038146973,0
"020802040105",3,2.322999954223633,0
"020802040201",3,1.2760000228881836,0
"020802040202",7,1.4240000247955322,0
"020802040203",22,25.496999740600586,0
"020802040301",9,0.5920000076293945,0
"020802040302",6,4.769000053405762,0
"020802040303",8,7.146999835968018,0
"020802040304",16,0.5,0
"020802040305",2,0.5839999914169312,0
"020802040401",8,1.4759999513626099,0
"020802040402",25,1.3760000467300415,0
"020802040403",13,1.5410000085830688,0
"020802040404",25,0.5220000147819519,0
"020802040405",43,0.5389999747276306,0
"020802040501",11,2.1579999923706055,0
"020802040502",14,1.4539999961853027,0
"020802040503",2,0.6610000133514404,0
"020802040504",13,0.41999998688697815,0
"020802050101",13,1.5870000123977661,0
"020802050102",2,2.26200008392334,0
"020802050103",18,0.9369999766349792,0
"020802050201",12,5.703000068664551,0
"020802050202",22,3.2139999866485596,0
"020802050203",13,3.069000005722046,0
"020802050204",20,2.1029999256134033,0
"020802050205",6,4.74399995803833,0
"020802050301",8,0.27000001072883606,0
"020802050302",7,2.4779999256134033,0
"020802050303",11,1.871999979019165,0
"020802050401",3,2.752000093460083,0
"020802050402",24,4.9710001945495605,0
"020802050403",12,1.8320000171661377,0
"020802050404",25,3.7019999027252197,0
"020802050405",14,7.11299991607666,0
"020802050501",10,0.7549999952316284,0
"020802050502",13,0.7080000042915344,0
"020802050503",25,0.8169999718666077,0
"020802050504",14,0.8009999990463257,0
"020802050505",25,2.6600000858306885,0
"020802050601",27,0.5720000267028809,0
"020802050602",33,0.9229999780654907,0
"020802050603",37,0.7900000214576721,0
"020802050604",6,2.986999988555908,0
"020802050605",40,3.118000030517578,0
"020802050606",11,1.9570000171661377,0
"020802050607",13,3.615999937057495,5
"020802060101",7,0.859000027179718,16
"020802060102",24,4.677000045776367,28
"020802060103",13,4.454999923706055,42
"020802060104",4,0.7179999947547913,17
"020802060105",4,-0.0689999982714653,4
"020802060106",3,1.1970000267028809,3
"020802060201",9,0.5479999780654907,10
"020802060202",6,9.82800006866455,5
"020802060203",1,54.71799850463867,10
"020802060204",0,0.0,15
"020802060205",0,0.0,2
"020802060301",2,9.468000411987305,3
"020802060302",2,0.675000011920929,8
"020802060303",5,5.468999862670898,3
"020802060304",1,22.88599967956543,2
"020802060401",15,1.6059999465942383,5
"020802060402",12,4.818999767303467,6
"020802060403",9,5.4019999504089355,1
"020802060501",24,1.0850000381469727,0
"020802060502",12,1.2400000095367432,0
"020802060503",7,7.771999835968018,0
"020802060504",4,6.51200008392334,0
"020802060505",2,70.53500366210938,0
"020802060506",3,34.9630012512207,1
"020802060601",0,0.0,3
"020802060602",3,38.11899948120117,7
"020802060603",8,2.6740000247955322,10
"020802060604",6,3.572999954223633,4
"020802060605",5,5.675000190734863,7
"020802060701",3,0.6570000052452087,0
"020802060702",2,0.13600000739097595,4
"020802060703",2,0.3019999861717224,4
"020802060704",8,3.6419999599456787,7
"020802060801",8,1.690999984741211,1
"020802060802",8,0.7649999856948853,0
"020802060803",2,1.531000018119812,0
"020802060901",10,1.1920000314712524,0
"020802060902",5,3.7230000495910645,0
"020802060903",6,0.36399999260902405,0
"020802060904",7,0.515999972820282,0
"020802060905",6,2.4679999351501465,0
"020802060906",2,4.317999839782715,0
"020802070101",16,5.804999828338623,0
"020802070102",31,1.5779999494552612,0
"020802070103",30,1.3630000352859497,0
"020802070201",9,0.906000018119812,0
"020802070202",4,0.6660000085830688,0
"020802070203",8,5.821000099182129,0
"020802070204",5,1.0290000438690186,0
"020802070205",18,0.44699999690055847,0
"020802070206",11,0.164000004529953,0
"020802070301",27,1.5089999437332153,0
"020802070302",15,2.2669999599456787,0
"020802070303",2,20.645999908447266,0
"020802070304",11,0.3970000147819519,0
"020802070305",20,4.882999897003174,0
"020802070401",10,6.678999900817871,0
"020802070402",32,0.9390000104904175,0
"020802070403",23,0.8059999942779541,0
"020802070404",24,2.681999921798706,0
"020802070405",4,1.440999984741211,0
"020802070406",1,0.07400000095367432,0
"020802070501",23,0.7440000176429749,0
"020802070502",22,1.0709999799728394,0
"020802070503",10,2.069999933242798,0
"020802070504",13,1.2400000095367432,0
"020802070601",22,0.8420000076293945,0
"020802070602",10,0.11400000005960464,0
"020802070603",24,0.33899998664855957,0
"020802070604",19,0.9729999899864197,0
"020802070701",37,2.566999912261963,0
"020802070702",27,1.343000054359436,0
"020802070703",45,2.1640000343322754,0
"020802070704",22,1.5089999437332153,0
"020802070705",39,1.378000020980835,0
"020802070801",9,0.550000011920929,0
"020802070802",8,1.0950000286102295,0
"020802070803",1,4.915999889373779,0
"020802070804",15,3.450000047683716,0
"020802070805",12,0.2619999945163727,0
"020802070806",8,1.7740000486373901,0
"020802070901",11,1.437000036239624,15
"020802070902",17,8.807000160217285,0
"020802070903",8,8.65999984741211,0
"020802070904",21,0.44699999690055847,1
"020802071001",26,1.1050000190734863,34
"020802071002",11,1.0950000286102295,29
"020802080101",3,10.60200023651123,0
"020802080102",10,3.746999979019165,0
"020802080103",4,0.05400000140070915,0
"020802080104",17,3.2309999465942383,0
"020802080105",6,1.281999945640564,0
"020802080106",7,6.706999778747559,0
"020802080201",1,4.935999870300293,0
"020802080203",1,1.628000020980835,0
"020802080204",3,1.805999994277954,0
"020802080205",2,1.4980000257492065,0
"020802080301",1,1.7610000371932983,0
"030101010104",1,4.229000091552734,0
"030101010201",1,-1.0,0
"030101010301",2,2.4119999408721924,0
"030101010401",4,3.0789999961853027,0
"030101010402",2,36.29199981689453,0
"030101010403",5,3.7880001068115234,0
"030101010404",5,170.20199584960938,0
"030101010405",2,0.2809999883174896,0
"030101010501",2,7.6620001792907715,0
"030101010503",1,0.34299999475479126,0
"030101010504",2,1.8980000019073486,0
"030101010601",3,164.4340057373047,0
"030101010602",4,0.24799999594688416,0
"030101010603",1,0.453000009059906,0
"030101010701",1,2.928999900817871,0
"030101010702",2,2.38100004196167,0
"030101010703",1,0.08299999684095383,0
"030101010705",1,843.9000244140625,0
"030101010801",2,0.9070000052452087,0
"030101010803",2,7.294000148773193,0
"030101011001",4,5.553999900817871,0
"030101011002",5,8.428000450134277,0
