"id","dams","connectedmiles"
"0311020205",27,0.8861403310740436
"0311020206",36,1.262310071238156
"0311020207",7,1.5563915073871613
"0311020208",7,4.566751993128231
"0311020209",2,16.06049919128418
"0311020210",3,0.7198449969291687
"0311020212",7,1.0883407771587372
"0311020301",40,1.1246493061383565
"0311020302",35,0.9830422383897445
"0311020303",6,1.5156547923882802
"0311020304",17,2.963813697298368
"0311020305",28,2.929164943631414
"0311020306",19,2.725212725309225
"0311020307",13,0.897152710578997
"0311020308",11,1.8163245682205473
"0311020309",12,1.6148007690906525
"0311020401",88,1.5726643537607374
"0311020402",26,1.093664647936821
"0311020403",39,1.2359963284586282
"0311020404",31,24.222162083752693
"0311020405",20,2.1574281570501626
"0311020501",3,0.2513270080089569
"0311020503",1,""
"0311020506",2,3.2583845257759094
"0311020601",2,1.6375800371170044
"0311020603",1,""
"0311020604",4,1.612502654393514
"0311020606",2,0.2179889976978302
"0312000101",9,2.2640688959509134
"0312000102",29,3.335162255913019
"0312000103",17,2.841222256220962
"0312000104",39,2.041931239015385
"0312000105",4,""
"0312000106",12,0.949408824245135
"0312000107",3,""
"0312000108",1,0.1472959965467453
"0312000110",1,0.00022388200159184635
"0312000111",3,4.6795997619628915
"0312000201",52,1.2170866678158443
"0312000202",24,1.0684258551760153
"0312000203",13,1.2448007624882917
"0312000204",40,1.1973287190000217
"0312000205",25,1.768869282847101
"0312000206",11,1.008550250902772
"0312000207",24,2.8979914400138354
"0312000208",14,1.4659074808542545
"0312000301",48,1.1132697071069353
"0312000302",51,0.6380574923288285
"0312000303",37,0.6172766994971496
"0312000304",60,0.6868169916522912
"0312000305",31,4.059633142353656
"0312000306",34,1.4503072857856751
"0312000307",3,""
"0312000308",6,263.079286634922
"0312000309",4,""
"0312000310",1,""
"0312000312",2,""
"0313000101",115,2.8391818453406765
"0313000102",212,1.5346689306615824
"0313000103",203,1.0943726091718418
"0313000104",138,0.5430266172351206
"0313000105",124,3.0491974740784538
"0313000106",69,1.8475219686205189
"0313000107",87,1.131120676457067
"0313000108",103,0.36100455206046306
"0313000109",477,2.0568571535063116
"0313000110",259,0.9096367658498005
"0313000111",386,1.2061294664008413
"0313000112",137,1.348127854921456
"0313000201",188,0.7592455129962925
"0313000202",833,1.1112399897580847
"0313000203",860,1.512403487197655
"0313000204",662,1.1379445971967388
"0313000205",378,0.3260373639894309
"0313000206",191,0.7219035675680465
"0313000207",375,1.414980442820742
"0313000208",282,3.7544507793973567
"0313000209",321,0.9457415619717722
"0313000210",440,0.32742189085901546
"0313000211",342,2.842264373496892
"0313000212",488,1.3076601960621834
"0313000213",346,1.4621925894011012
"0313000301",326,0.9099049510519591
"0313000302",274,1.1104930766299368
"0313000303",211,0.6980423255302354
"0313000304",275,0.8579637956408279
"0313000305",376,2.7807659978659975
"0313000306",84,1.0214609638787806
"0313000307",66,0.8406515592201189
"0313000308",130,0.8828098098037102
"0313000309",55,0.8195462182047777
"0313000310",116,7.207874322628102
"0313000311",125,0.46427201647748007
"0313000312",135,0.5197685447029976
"0313000313",209,0.5407825936141518
"0313000314",62,1.5043182475792785
"0313000315",103,0.9614946840779989
"0313000316",49,64.52140557734917
"0313000401",54,0.7141727702268823
"0313000402",116,0.8240704572128142
"0313000403",66,1.606548881986075
"0313000404",52,0.5186979033585105
"0313000405",60,0.9504781829060188
"0313000406",137,2.17530295776077
"0313000407",244,0.93941227079279
"0313000408",213,0.3546306594190272
"0313000501",783,0.6067500779828146
"0313000502",745,0.810306949353805
"0313000503",435,0.5218665885225051
"0313000504",191,0.6582152654634829
"0313000505",250,1.8401130186532861
"0313000506",304,0.6503362958143223
"0313000507",351,0.5564682497309563
"0313000508",194,0.5009490614756942
"0313000509",696,0.6943566281431444
"0313000510",186,0.5254709141924704
"0313000511",42,0.526924251858145
"0313000512",135,0.4478953149130878
"0313000513",214,0.8996919929649275
"0313000514",194,0.8040281986160314
"0313000515",161,2.093375396370315
"0313000516",69,1.980970194520007
"0313000601",202,0.8443399263361906
"0313000602",249,0.9349877118503338
"0313000603",54,4.202965908870101
"0313000604",212,0.8657004930081376
"0313000605",94,0.8703865023111245
"0313000606",598,0.8283322065429314
"0313000607",162,4.179749118530059
"0313000608",168,1.179422091565077
"0313000609",359,3.5021707497279873
"0313000701",116,0.8926477170005621
"0313000702",96,0.6034092675500478
"0313000703",79,0.895116675295867
"0313000704",88,0.9735358057985737
"0313000705",72,0.7731772135755617
"0313000706",135,1.309251900274484
"0313000707",176,1.0523036018507008
"0313000708",189,1.1504922491700487
"0313000709",46,3.0649593037553133
"0313000710",79,1.633622182533145
"0313000801",294,1.1986453382108408
"0313000802",210,0.5838004502400412
"0313000803",173,1.5793229277171323
"0313000804",81,""
"0313000805",540,0.3934201542389283
"0313000806",281,1.1763006381669794
"0313000807",159,""
"0313000808",89,38.34525429642312
"0313000901",89,1.415900259261414
"0313000902",62,0.3798184865651098
"0313000903",162,2.621575521296039
"0313000904",137,0.4799772379097703
"0313000905",188,1.0611933462472964
"0313000906",121,1.0448750135822735
"0313000907",53,1.3885769514100892
"0313000908",184,1.1773634944402147
"0313000909",41,3.6506949067115784
"0313000910",97,52.17664311703994
"0313001001",140,0.4891393139339925
"0313001002",134,1.1148159040037442
"0313001003",50,1.016800045967102
"0313001004",121,3.245237618063887
"0313001005",115,0.17649082303978503
"0313001006",83,4.193486602178642
"0313001007",172,2.5380095871022115
"0313001008",65,2.012318529188633
"0313001101",147,2.3780043441159973
"0313001102",80,0.9207088121158236
"0313001103",131,0.35905816918239
"0313001104",90,4.5135836111647745
"0313001105",137,0.28170448251896435
"0313001106",29,1.2062959571679432
"0313001107",54,0.04196450114250183
"0313001108",144,0.17212066620898744
"0313001201",359,0.482709222032947
"0313001202",216,0.7639500247635718
"0313001203",205,0.7464363804230323
"0313001204",332,0.7896526294667274
"0313001205",180,0.8197190929485229
"0313001206",122,53.68659597209522
"0313001301",16,""
"0313001302",21,70.89820098876953
"0313001303",25,1.7050548253173474
"0313001304",74,""
"0313001305",29,0.3844020068645477
"0313001401",14,""
"0313001402",35,0.7722920179367065
"0314010101",7,0.44632065296173096
"0314010102",3,""
"0314010103",6,""
"0314010104",1,""
"0314010105",5,0.25692862331925426
"0314010106",2,""
"0314010107",6,0.11683399975299835
"0314010109",2,1.5247100591659546
"0314010110",1,2.0445799827575684
"0314010201",10,0.719760000705719
"0314010202",41,0.8380542705456416
"0314010203",2,0.3324519917368889
"0314010204",2,0.04437889903783798
"0314010205",6,1.570600539445877
"0314010206",4,1.4234990278879802
"0314010207",2,0.12794950231909752
"0314010301",492,1.6390022821342918
"0314010302",330,0.3030222823020819
"0314010303",408,0.3855414429047544
"0314010304",528,0.3102750823943643
"0314010305",237,0.4898050031867931
"0314010306",294,0.3961874239443162
"0314010307",343,3.523027621221055
"0314010308",66,3.39303250232821
"0314010401",7,0.9960679660240809
"0314010402",40,0.4697688575834036
"0314010403",11,0.7633447423577309
"0314010404",32,0.26803214635167805
"0314010405",26,1.257779538099255
"0314010501",1,0.28965499997138977
"0314010503",10,0.2760484963655472
"0314010504",7,2.2626386135816574
"0314010602",1,""
"0314010603",7,0.8727632537484169
"0314010604",13,0.9430481882765889
"0314010605",4,10.681400299072266
"0314010606",7,0.6048612296581268
"0314010607",15,1.9642250463366508
"0314010701",17,1.1966997648955189
"0314010702",1,0.4528110027313232
"0314020101",4,1.4142318392793338
"0314020102",11,1.099374771118164
"0314020103",8,3.991570368409157
"0314020104",8,1.6722520105540752
"0314020105",9,0.48461820781230924
"0314020106",4,2.6213615089654922
"0314020107",7,0.3571176628271739
"0314020108",4,1.3510717153549194
"0314020109",5,41.340747560063996
"0314020111",12,0.5705219894647598
"0314020112",4,1.0344089965025585
"0314020201",5,9.09466174542904
"0314020202",11,2.8416872350266202
"0314020203",7,0.9971081614494324
"0314020204",14,0.9451901717827871
"0314020205",7,111.36266060173512
"0314020206",17,43.82081469371527
"0314020207",8,1.1044222627367293
"0314020208",16,2.431687202718523
"0314020209",9,0.32420899868011477
"0314020301",11,2.9738135799499497
"0314020302",22,0.41174636259675024
"0314020303",17,1.0845954932090536
"0314020304",53,0.559726606309414
"0314020305",72,0.9798646266090458
"0314020306",11,0.5888570050398508
"0314020307",15,16.320901453495026
"0314020308",28,0.5988659948110581
"0314020309",12,2.014957468956709
"0314020310",4,2.211195975542069
"0314020311",4,1.0763700008392334
"0314030101",16,0.679731413806704
"0314030102",9,5.356437150388956
"0314030103",7,2.6960465759038925
"0314030104",8,166.88245075643061
"0314030105",8,118.98595740326813
"0314030201",7,0.5747500442434103
"0314030202",2,2.151400089263916
"0314030203",5,1.204447348912557
"0314030204",6,1.4848436087369918
"0314030205",3,0.4100770056247711
"0314030301",7,0.8178391933441163
"0314030302",6,0.43204861984122545
"0314030303",1,0.001542520010843873
"0314030304",12,1.417815167795528
"0314030305",4,0.9423266549905142
"0314030306",3,0.1967909932136536
"0314030307",2,0.37026698887348175
"0314030401",13,3.6217955120585184
"0314030402",2,0.9931570291519164
"0314030403",13,0.8398488484896146
"0314030404",9,0.8568821379116603
"0314030405",15,1.7928688336502423
"0314030406",3,3.6426100730896
"0314030501",1,2.257999897003174
"0314030503",3,0.10018300265073776
"0314030504",33,0.579930072480982
"0314030505",17,2.165065050125122
"0314030506",25,0.9901227056980133
"0315010101",3,3.564677923917771
"0315010102",9,3.840844549238682
"0315010103",14,2.6106612452596893
"0315010104",11,1.5155036421492696
"0315010105",6,1.1306856870651245
"0315010201",63,2.754344180467472
"0315010202",83,1.9615357815237076
"0315010203",32,3.413660453259945
"0315010204",48,7.985156286507846
"0315010205",102,2.351863161093839
"0315010206",99,1.1688363213173074
"0315010207",182,0.6632298051444714
"0315010208",71,6.689921517784724
"0315010301",8,1.3364473006555013
"0315010302",9,2.6536961081955166
"0315010303",4,1.6698246399561565
"0315010304",11,6.516542962193489
"0315010305",6,11.782265425349275
"0315010306",11,1.7963143009692428
"0315010401",25,3.484254017570301
"0315010402",9,6.492991875857115
"0315010403",33,3.028364594739217
"0315010404",22,2.300506333510081
"0315010405",31,2.7527044980841526
"0315010406",27,2.9344706032425165
"0315010407",10,7.812630879878998
"0315010408",124,1.6381251250001967
"0315010409",15,0.9736801698401739
"0315010410",18,0.9229955039918423
"0315010411",37,1.499297992709805
"0315010412",3,4.562556544939677
"0315010413",15,4.282007078329722
"0315010414",30,1.1074509993195534
"0315010415",6,2.5227792151272297
"0315010416",11,5.731654518180424
"0315010501",29,3.259791473356577
"0315010502",23,1.7316797235603991
"0315010504",12,10.813893263538679
"0315010506",12,13.343916672799322
"0315010507",11,14.334463717572362
"0315010508",5,5.3136560142040254
"0315010509",21,12.996981881603244
"0315010510",2,630.3547592163086
"0315010601",25,2.803124211924114
"0315010602",18,0.6299813649457064
"0315010603",63,7.223279933245586
"0315010604",36,1.2811213750372796
"0315010605",45,5.408473735894351
"0315010606",16,3.3596017664055
"0315010607",8,15.513609360820348
"0315010608",132,18.411360180936864
"0315010701",17,4.735818728309823
"0315010702",101,0.6874155231056284
"0315010703",9,1.3052187523296905
"0315010704",13,0.3209822779912925
"0315010705",1,861.7860107421875
"0315010706",5,0.3631533189691254
"0315010707",12,26.298573698848486
"0315010708",6,3.475626340508461
"0315010709",20,126.43237899456706
"0315010801",270,0.897319058283465
"0315010802",190,4.437574875394348
"0315010803",117,0.5731668299963025
"0315010804",76,16.246343221267065
"0315010805",313,1.30810417835735
"0315010806",333,0.5385223907091131
"0315010807",171,1.8007066889946477
"0315010808",129,0.6036852599692065
"0315010809",223,1.5916822027663096
"0315010810",64,9.720498926364458
"0315010901",182,15.086725066289477
"0315010902",143,0.45448755690578013
"0315010903",283,0.6151502301160131
"0315010904",167,1.2916513256648996
"0315010905",180,0.38630748928573727
"0315010906",29,0.8868969761639495
"0315010907",92,1.5264951478860054
"0315010908",171,2.2421725217741018
"0315011001",243,1.5708408855865912
"0315011002",376,0.9274968516907256
"0315011003",304,0.9044110758856069
"0315011004",464,4.753365285366094
"0315011005",279,2.01245141896752
"0315011006",163,0.40069634290921385
"0315011007",285,2.1776499912922023
"0315011008",443,0.8895991015246598
"0315011009",429,0.3831053713166672
"0315020101",11,11.464358034770056
"0315020102",11,15.764456709225973
"0315020103",56,0.2610424298706443
"0315020104",40,0.35072280517355964
"0315020105",11,1.8085225328803063
"0315020106",6,1.7107153112689655
"0315020107",4,1.921606679757436
"0315020108",19,0.463420162881341
"0315020109",1,0.1855109930038452
"0315020110",9,12.199743758887053
"0315020111",7,3.478258758527226
"0315020112",21,213.70461525477003
"0315020201",241,0.8035276512785848
"0315020202",142,5.571578908599012
"0315020203",173,0.36945191540756256
"0315020204",53,1.3361214976594784
"0315020205",41,1.124725842080079
"0315020206",5,1.9949170238192893
"0315020207",6,3.8621650338172913
"0315020208",7,1.4611544523920332
"0315020209",8,0.9426514503817693
"0315020301",117,1.4392221310681248
"0315020302",14,6.2240614801645275
"0315020303",15,0.28918901085853577
"0315020304",9,0.8269646695504586
"0315020305",35,0.3137911269222968
"0315020306",3,0.8970109820365906
"0315020307",7,425.1149698495865
"0315020308",6,14.157950484752655
"0315020401",2,5.459864974021912
"0315020402",7,28.67677456481033
"0315020403",6,1.3415145993232727
"0315020404",8,213.06555977463722
"0315020405",5,2.86390874683857
"0315020406",5,7.78007743358612
"0315020407",6,1.7821959604819615
"0316010101",5,20.92977722287178
"0316010102",8,1.285683541651815
"0316010103",16,0.6475381083049191
"0316010104",10,0.9473397396504879
"0316010105",5,51.88983705639839
"0316010106",9,0.43105124682188034
"0316010107",4,0.7632559835910797
"0316010108",15,0.275144599378109
"0316010109",14,51.58172253966332
"0316010110",10,6.064964363351464
"0316010111",8,476.44964845851064
"0316010112",10,0.7238781233783811
"0316010113",4,""
"0316010114",29,136.67130835673638
"0316010201",30,7.750909564099857
"0316010202",3,0.09864030033349992
"0316010203",16,4.405809581279755
"0316010204",35,3.4704235247547994
"0316010205",8,0.3550255075097084
"0316010301",4,48.62341386079789
"0316010302",1,0.16304899752140045
"0316010303",7,2.487136294444402
"0316010304",1,0.3611850142478943
"0316010305",1,""
"0316010306",2,4.29694002866745
"0316010401",24,7.049237615921918
"0316010402",14,0.3260415274417028
"0316010403",7,0.5569960102438927
"0316010404",28,3.4145428823495214
"0316010405",19,6.117785339057446
"0316010406",40,0.9987852269162735
"0316010501",4,0.4078420046716929
"0316010502",4,0.9838149696588516
"0316010503",5,0.8958130031824112
"0316010504",13,8.656624571693829
"0316010505",6,0.40429799258708954
"0316010601",28,0.3057694708307584
"0316010602",4,1.0188266436258953
"0316010603",10,1.5120132565498352
"0316010604",40,10.452048026463565
"0316010605",20,149.05146156810224
"0316010606",48,81.90319239686836
"0316010607",31,0.934190595851225
"0316010701",8,12.754679210484028
"0316010702",87,0.931563523656223
"0316010703",116,1.007317257481952
"0316010801",14,4.195993821535792
"0316010802",32,3.7976669078842478
"0316010803",21,3.246103975794871
"0316010804",6,0.8474049866199493
"0316010805",13,0.9786326438188553
"0316010806",5,""
"0316010807",18,1.361342959933811
"0316010809",3,""
"0316010810",19,1.9222266405820847
"0316010811",12,0.5105451792478561
"0316010901",21,9.86934377691325
"0316010902",64,0.28181550490470336
"0316010903",4,41.151087898761034
"0316010904",8,12.870514810085297
"0316010905",3,0.2163120061159134
"0316010906",35,6.191118513162319
"0316011001",4,7.448717207351971
"0316011002",3,33.97069931030273
"0316011003",6,1.0009592930699
"0316011004",3,""
"0316011005",11,202.4880719546761
"0316011101",23,0.45974347521277037
"0316011102",55,3.830440552461715
"0316011103",346,1.4759557334569304
"0316011104",350,3.715994798865767
"0316011201",179,1.1074170511269914
"0316011202",34,82.63644130031268
"0316011203",167,1.2040903878087799
"0316011204",204,3.734026629050517
"0316011205",243,1.9384008549737979
"0316011301",104,0.4224897970036735
"0316011302",159,3.501745829243058
"0316011303",4,17.22959342598915
"0316011304",6,3.7495346665382385
"0316011305",47,0.4456971089738155
"0316011306",80,35.72586858407077
"0316011307",161,1.8100846142396394
"0316011308",73,1.2589426690340042
"0316020101",39,1.2073605521277169
"0316020102",5,2.0481397062540054
"0316020104",15,400.6677101254463
"0316020105",4,0.4002569504082203
"0316020106",4,1.2358317226171494
"0316020107",3,1.0027400255203247
"0316020108",2,3.951630115509033
"0316020109",6,446.68264367679757
"0316020201",5,11.809436043103537
"0316020202",5,2.685037056605021
"0316020203",16,5.83534831245197
"0316020204",10,2.2789721664157696
"0316020205",16,3.073743600398302
"0316020206",9,0.6800510038932165
"0316020207",10,11.320244073867798
"0316020301",1,1.4160000085830688
"0316020302",3,9.1496901512146
"0316020304",3,0.18581700325012207
"0316020305",1,1.1210099458694458
"0316020306",8,1.2108262926173796
"0316020307",7,55.87314419150351
"0316020308",4,3.4796500205993652
"0316020309",2,3.506109952926636
"0316020310",4,0.12876869831234217
"0316020311",8,12.269545038541159
"0316020401",6,4.196350789070129
"0316020402",2,0.7216315120458603
"0316020403",12,0.7531842125786675
"0316020404",5,2.9805680245161055
"0316020405",5,4.239798575639725
"0316020501",6,1.4138239920139313
"0316020502",7,0.7582563996315003
"0317000101",9,3.7482025027275085
"0317000102",13,5.719186712004659
"0317000103",19,0.7504057809710503
"0317000104",24,8.64183378792659
"0317000105",51,0.870897988602519
"0317000106",47,8.862146422533053
"0317000107",7,4.229294558366139
"0317000201",16,2.7530487957927914
"0317000202",2,11.98050022125244
"0317000203",10,13.221824301613701
"0317000204",33,1.1846565366722643
"0317000205",4,0.2599090039730072
"0317000206",7,7.356584679335356
"0317000207",9,2.951568345228831
"0317000301",1,""
"0317000302",3,1.269691010316213
"0317000303",4,7.24766056984663
"0317000304",15,0.932660885155201
"0317000401",17,2.9595111832022667
"0317000402",2,1.0015799999237058
"0317000403",8,1.1115494966506958
"0317000404",15,2.291746128689159
"0317000405",11,2.3840393304824827
"0317000406",22,0.9313320687838963
"0317000407",16,2.173323861190251
"0317000408",10,6.25682932138443
"0317000409",9,3.7707715814134906
"0317000501",19,0.7718826721954558
"0317000502",17,1.0582815877028875
"0317000503",22,0.8192889476194978
"0317000504",26,17.539484097407414
"0317000505",10,0.12709327852353453
"0317000506",26,0.7375733006047085
"0317000507",11,0.42122020572423935
"0317000508",4,0.6469760239124298
"0317000509",4,0.4932037654022376
"0317000601",16,1.004502432686942
"0317000602",4,1.5184315145015717
"0317000701",43,2.892864602160818
"0317000702",8,5.829897470772267
"0317000703",28,1.935377089927594
"0317000704",11,0.4933997616171837
"0317000705",2,""
"0317000801",3,0.7691454961895943
"0317000802",6,1.1902823448181152
"0317000803",2,1.1257699728012085
"0317000804",4,0.9136747268494219
"0317000805",1,0.8794569969177246
"0317000806",3,110.7509994506836
"0317000807",3,1.7219429810841878
"0317000904",3,0.33181800444920856
"0317000905",29,0.6211396713042632
"0317000906",10,1.6136835515499115
"0317000908",1,""
"0317000909",16,0.9169514432433061
"0317000910",1,0.127578005194664
"0317000911",25,1.0374241084106923
"0317000912",14,1.1816541120409965
"0317000913",5,0.09781140089035034
"0318000101",13,5.662655085325241
"0318000102",6,1.5397439724765718
"0318000103",5,1.0941400527954102
"0318000104",11,7.060071468353272
"0318000105",16,9.3061449136585
"0318000106",16,1.1604624837636948
"0318000107",10,0.9847722351551056
"0318000108",10,0.3267655879026279
"0318000109",31,12.95027120411396
"0318000110",14,2.766257027784983
"0318000111",9,0.16501308932201936
"0318000112",6,2.7670314311981206
"0318000113",10,0.9034940004348755
"0318000114",14,4.859948464802334
"0318000201",2,1.626564633101225
"0318000203",21,0.9998035526368767
"0318000204",8,273.3364387700955
"0318000205",26,3.0629044440057545
"0318000206",46,1.559286773989075
"0318000207",13,0.634699672460556
"0318000208",12,1.6899895419677098
"0318000209",17,0.801742342611154
"0318000210",64,0.5283166691660881
"0318000301",10,4.481877714395522
"0318000302",8,1.7712708041071892
"0318000303",15,1.2590330243110657
"0318000304",5,0.640236496925354
"0318000305",11,15.235875889658928
"0318000306",13,3.091792274798666
"0318000307",7,2.3522982796033225
"0318000401",8,1.6844033400217693
"0318000402",4,0.5249620079994202
"0318000403",6,0.04544449970126151
"0318000404",6,1.5177500247955322
"0318000405",2,0.20457899570465088
"0318000406",18,0.9790876249058379
"0318000407",6,39.758672211008765
"0318000408",7,2.9691110153992972
"0318000409",25,2.3462323302572425
"0318000410",1,7.641709804534912
"0318000501",6,13.305314600467684
"0318000502",2,0.01860940083861351
"0318000503",13,2.5140746918817363
"0318000504",7,59.590467028319836
"0318000505",3,0.35515390150249004
"0318000506",9,0.5289501634736856
"0505000101",5,50.768697222073875
"0505000102",26,1.5809819107765661
"0505000103",2,342.876007437706
"0505000104",19,3.2123738868782916
"0505000105",1,0.01859850063920021
"0505000106",1,210.11900329589844
"0505000107",4,7.46407121916612
"0505000108",5,2.274055063724518
"0505000109",3,2.4285713136196136
"0505000112",1,""
"0505000113",1,8.291199684143066
"0505000115",5,279.86053814888
"0505000116",3,0.7457640171051025
"0505000117",2,248.8938250541687
"0505000118",2,3.8492626076040324
"0505000201",2,9.78518009185791
"0505000203",1,7.636499881744385
"0505000204",3,13.708587090174355
"0505000209",1,16.93280029296875
"0507020103",6,0.8928099870681763
"0507020105",2,7.833059787750244
"0507020106",3,1.079319953918457
"0507020201",1,0.5106719732284546
"0507020202",4,263.5789068341255
"0507020205",5,65.18565388545395
"0507020206",2,0.5044115036725998
"0507020207",5,1.216929650399834
"0507020301",3,27.229630202054977
"0507020302",7,0.22000976527730623
"0507020303",7,83.80918415387471
"0507020304",2,130.10600280761722
"0507020305",3,26.274700164794922
"0507020402",2,0.472445011138916
"0507020403",2,135.44482171535492
"0507020404",3,0.0661754361790372
"0509010301",1,3676.030029296875
"0509010303",2,10.227621813770384
"0509010304",2,1.287779539823532
"0509010401",1,""
"0509010402",1,0.3004370033740997
"0509010403",2,277.77301025390625
"0509010404",3,""
"0509010405",3,4.215231185116864
"0509020102",2,0.6295171855017543
"0509020106",4,0.011845854809507728
"0509020111",2,0.01280870009213686
"0509020112",6,0.0002566949988249689
"0509020302",13,0.3508439503610134
"0509020308",7,1.4658522023819387
"0509020310",17,48.22024618312329
"0510010104",1,""
"0510010106",1,0.018594700843095783
"0510010107",7,47.424157244036905
"0510010108",19,93.32016949187248
"0510010109",3,0.7794693801552057
"0510010110",6,0.6465857645962387
"0510010111",3,5.811349868774414
"0510010112",7,14.061533126359182
"0510010113",20,2.1609466314315795
"0510010201",3,""
"0510010202",6,8.240835070610046
"0510010203",6,151.552001953125
"0510010204",7,151.552001953125
"0510010205",1,0.5087490081787109
"0510020101",5,21.074979707598686
"0510020102",1,75.0990982055664
"0510020103",3,0.9961544871330261
"0510020104",5,0.32034920953447
"0510020105",4,1.1538344025611877
"0510020106",1,1.062250018119812
"0510020107",6,1.8412384241819382
"0510020201",2,0.16843099892139435
"0510020202",6,44.33359780500177
"0510020303",2,3.0078799724578857
"0510020401",5,87.9493156671524
"0510020402",9,3.969840070232749
"0510020403",12,1.257576408982277
"0510020404",6,1.3766472476224105
"0510020405",16,42.608378273135585
"0510020501",8,24.38524854667485
"0510020502",6,4.134514026343822
"0510020503",17,51.036326066125184
"0510020504",3,17.551929622888565
"0510020505",6,66.38974930823315
"0510020506",6,2.479681031778455
"0510020507",15,20.98837304495516
"0510020508",21,8.78566175699234
"0510020509",16,0.8527890497084627
"0510020510",7,0.07942889630794525
"0510020511",3,""
"0510020512",5,0.539971511811018
"0510020513",18,0.67528768380483
"0510020514",7,1.614711808040738
"0510020515",11,61.2528916541487
"0511000101",10,1.249534672462485
"0511000102",2,2.4959099292755127
"0511000103",1,1004.030029296875
"0511000104",3,0.5154970288276672
"0511000105",6,3.3775680164496102
"0511000106",2,3.51350998878479
"0511000107",1,1.01104998588562
"0511000109",5,13.82762360572815
"0511000110",7,3.6004754155874252
"0511000111",1,628.6380004882812
"0511000112",3,0.8726680278778076
"0511000113",4,158.41104114055634
"0511000114",4,6.6451098918914795
"0511000201",7,3.0393956502278647
"0511000202",1,1.0214899778366089
"0511000203",3,""
"0511000204",1,738.56201171875
"0511000205",3,0.9648766666650772
"0511000206",9,0.7874833881855011
"0511000207",1,""
"0511000209",5,738.56201171875
"0511000301",4,9.9533052444458
"0511000302",31,6.139521830611759
"0511000303",3,1.116979956626892
"0511000304",9,0.5044814970876489
"0511000305",9,180.8724348522858
"0511000401",2,""
"0511000402",3,1.2462715059518814
"0511000403",6,92.80756282806396
"0511000404",15,6.986539059064605
"0511000405",6,0.5972684994339944
"0511000501",3,0.22837600111961365
"0511000502",2,1084.5899658203123
"0511000503",17,0.9851329922676086
"0511000504",6,0.03763270005583763
"0511000505",4,16.84639834612608
"0511000601",9,3.87273889221251
"0511000602",18,8.077671396442586
"0511000603",3,0.31806400418281555
"0511000604",6,0.2308048650622368
"0511000605",16,1.711151658660836
"0513010101",13,7.2627821752632205
"0513010102",8,13.121487744152546
"0513010103",8,0.03161256870953366
"0513010104",7,0.41705002561211585
"0513010105",1,""
"0513010106",6,3.9343233505884805
"0513010107",1,1.0040299892425537
"0513010108",13,41.67128576757386
"0513010109",12,1.6831879665454228
"0513010201",10,0.6465176741282145
"0513010202",2,1.1555099487304688
"0513010203",2,8.432530164718628
"0513010204",2,29.82399940490723
"0513010205",3,1.4121149778366089
"0513010301",3,1.8848567480842273
"0513010302",7,2.0578970313072205
"0513010303",1,""
"0513010304",1,0.009057629853487015
"0513010306",3,1450.6500244140625
"0513010402",8,0.503400981426239
"0513010403",4,3.2102599143981934
"0513010404",2,13.669645071029661
"0513010405",15,0.9557646612326304
"0513010407",1,0.4478209912776947
"0513010501",15,1.9289460197091102
"0513010502",1,""
"0513010503",1,""
"0513010504",6,43.210222005844116
"0513010505",2,854.85302734375
"0513010601",1,13.46909999847412
"0513010602",9,49.19407623474087
"0513010603",13,135.4290861975063
"0513010701",3,1.2589270174503326
"0513010702",4,132.0062985420227
"0513010703",12,2.564709613720576
"0513010704",4,7.754660129547119
"0513010801",14,7.510562950434784
"0513010802",5,3.2470692731440067
"0513010803",15,1.4477421858093955
"0513010804",19,4.1079975217580795
"0513010805",3,0.3007209897041321
"0513010806",4,136.41155926386514
"0513010807",8,21.277204990386963
"0513010809",4,132.15287639483964
"0513020102",2,0.4200010001659393
"0513020103",6,0.36085575399920344
"0513020104",4,""
"0513020105",8,0.7367692919714111
"0513020106",7,329.19648031145334
"0513020201",21,4.90348033218761
"0513020202",6,33.010080844163895
"0513020203",51,1.5162773260935432
"0513020301",5,73.66939208656548
"0513020302",11,2.051614860072732
"0513020303",6,84.31284805387259
"0513020401",8,1.1947845257818699
"0513020402",13,0.47039569914340973
"0513020403",6,1.1823708315690358
"0513020404",23,0.20701424555633874
"0513020405",19,0.9910675063729286
"0513020406",19,51.05895019570986
"0513020501",1,0.10547199845314026
"0513020502",4,0.37165550639232
"0513020503",5,421.5527368957798
"0513020504",10,10.389732933044433
"0513020505",9,3.0836012446218066
"0513020506",3,1.850526690483093
"0513020507",10,39.67090770155191
"0513020508",7,0.20395986487468085
"0513020601",2,0.9424610137939452
"0513020602",2,152.16900634765625
"0513020603",1,0.7272390127182007
"0513020604",4,5.468938332051039
"0513020605",11,39.11289404332638
"0513020606",2,0.16086599975824356
"0513020607",2,1.4411749616265297
"0514010101",11,2.1177836160511814
"0514010103",2,""
"0514010105",13,2.421825260286116
"0514010106",6,0.6825946668783823
"0514010109",8,175.92767581384396
"0514010201",1,""
"0514010202",2,""
"0514010203",2,350.0539855957031
"0514010204",8,6.636993167281617
"0514010205",5,19.89069938659668
"0514010206",3,0.11825499683618546
"0514010207",8,0.5429783724248409
"0514010208",24,0.32957324355957096
"0514010209",15,0.8544782400131226
"0514010210",8,1.8013806021772325
"0514010211",11,0.33750169299310073
"0514010212",12,1.1494088359177113
"0514010213",6,0.21070595105508497
"0514010301",6,6.578626260627062
