"id","dams","connectedmiles"
"0301010406",20,3.4282993558943935
"0301010407",5,0.7915569841861725
"0301010501",21,2.0538940828825747
"0301010502",13,1.9107568472623826
"0301010503",20,0.5202036121716866
"0301010504",11,77.96629869358406
"0301010601",5,1.9971325725317004
"0301010602",10,110.07500098645687
"0301010603",3,""
"0301010604",7,3.656759470701217
"0301010701",14,93.34147289395332
"0301010702",11,3.417070508003235
"0301010703",7,14.427936832110086
"0301010704",2,""
"0301010705",5,7.807990074157715
"0301010706",1,""
"0301010708",1,45.26559829711914
"0301010709",2,""
"0301020101",17,8.59795513951602
"0301020102",13,22.131954828446563
"0301020103",9,6.342662342720562
"0301020104",12,3.2194254133436413
"0301020105",9,11.257286118136513
"0301020106",8,4.591900832951069
"0301020107",19,2.95094754327746
"0301020108",11,6.895078523592516
"0301020109",15,4.547300256292025
"0301020110",12,8.219607698420683
"0301020111",5,0.8418586850166321
"0301020112",12,6.474578060548414
"0301020201",19,2.5837785460882716
"0301020202",11,5.3516392591926785
"0301020203",4,21.195698466151953
"0301020204",13,2.436284595957169
"0301020205",25,2.5357412109996877
"0301020301",1,2.712169885635376
"0301020302",3,2.9649224132299423
"0301020303",3,14.56149959564209
"0301020305",1,104.5469970703125
"0301020306",2,26.27169990539551
"0301020307",3,18.129197041193645
"0301020401",3,1.104691982269287
"0301020402",6,0.401291328171889
"0301020403",4,1.9136849641799927
"0301020404",5,5.290555089712142
"0301020405",4,14.02911488711834
"0301020406",8,125.50563120190054
"0301020407",21,9.471206799587783
"0301020408",3,2.920242349306742
"0301020409",23,4.380192022737382
"0301020506",1,1.7323800325393677
"0301020507",1,83.61830139160156
"0301020512",1,8.256730079650879
"0302010101",8,35.14241796412638
"0302010102",37,0.8239198899323777
"0302010103",28,15.564343231071689
"0302010104",32,2.33197165009149
"0302010105",15,14.089431790014109
"0302010106",31,9.563095040974163
"0302010107",24,6.356641350902225
"0302010108",10,0.42630699276924133
"0302010109",14,21.796538146994347
"0302010201",3,0.28486200670401257
"0302010202",5,1.949317455291748
"0302010203",4,72.18029715120792
"0302010204",4,7.342922896146774
"0302010205",17,18.083878414971487
"0302010206",3,0.7489514946937562
"0302010301",11,1.7333774864673615
"0302010302",7,1.3143579438328743
"0302010303",2,""
"0302010304",5,1.236267626285553
"0302010305",2,7.613264799118042
"0302010306",8,2.045174320538839
"0302010401",2,0.9509559869766236
"0302010402",19,0.41878700256347656
"0302020101",15,10.61654335203079
"0302020102",15,9.994768238315979
"0302020103",32,9.066366852322243
"0302020104",13,4.203464828121165
"0302020105",29,6.655640864537822
"0302020106",54,4.7427814588493975
"0302020107",59,3.8520217833440364
"0302020108",114,1.4702600452855037
"0302020109",39,10.391666139034848
"0302020110",62,3.3644414812663093
"0302020111",62,1.0464303493499756
"0302020112",26,8.24776325988419
"0302020113",36,1.9304922184144908
"0302020114",6,34.7275217808783
"0302020115",34,5.363418038538209
"0302020116",9,72.47957865397136
"0302020117",16,2.8966113265071596
"0302020201",6,2.615541487932205
"0302020202",20,2.4976251482963563
"0302020203",4,29.47136614471674
"0302020301",22,6.931706410533904
"0302020302",5,6.488199909528096
"0302020303",12,3.800391121351692
"0302020304",11,14.520261391997337
"0302020305",2,1.5344500541687012
"0302020306",1,""
"0302020307",7,2.2073445171117783
"0302020401",5,8.901476055383682
"0302020402",1,9.271200180053713
"0302020403",2,0.8931756932288409
"0302020404",1,""
"0302020405",3,0.22144100069999692
"0302020406",1,""
"0302020408",1,""
"0302030104",1,7.707749843597412
"0302030201",3,""
"0302030202",4,""
"0302030203",4,1.3691200017929075
"0302030204",2,1.4666199684143066
"0303000201",122,2.5874353746130248
"0303000202",126,1.6986181620864726
"0303000203",95,3.283298484186941
"0303000204",73,3.633499757313323
"0303000205",29,15.317228030390106
"0303000206",84,1.7244261215504852
"0303000207",21,27.07416038683441
"0303000301",129,1.7712554510434602
"0303000302",46,3.644153863370057
"0303000303",21,0.49621267056243273
"0303000304",43,16.989965019402682
"0303000305",26,9.698477709821114
"0303000306",25,31.21151790263898
"0303000401",36,11.530761436113846
"0303000402",31,4.305139455766905
"0303000403",91,5.01863300668847
"0303000404",44,4.057093762326986
"0303000405",43,2.480161627065493
"0303000406",69,3.5151548669533805
"0303000407",57,0.9082630545133725
"0303000501",24,6.38342878295991
"0303000502",15,12.245768350633709
"0303000503",4,""
"0303000504",12,27.512534990906715
"0303000505",6,0.7869316786527634
"0303000506",2,1.029667004942894
"0303000507",14,6.266738027334213
"0303000601",27,7.273264911770821
"0303000602",5,1.2877529660860698
"0303000603",18,4.6556317562406715
"0303000604",33,1.8997597529699928
"0303000605",21,0.682562917470932
"0303000606",1,1.4366999864578247
"0303000607",2,1.2961900234222412
"0303000608",5,1.0458135157823563
"0303000701",19,1.3105215281248093
"0303000702",13,3.8321747609547208
"0303000703",13,0.5544129957755407
"0303000704",2,2.8611299395561214
"0303000705",5,2.7613400489091875
"0303000706",4,""
"0303000707",4,0.30296433965365094
"0303000708",4,0.26061560958623886
"0304010101",10,20.1706964969635
"0304010102",13,118.54346139729023
"0304010103",15,15.924023168660435
"0304010104",9,45.74154166912194
"0304010105",19,6.696312487125397
"0304010106",17,1.6459105188647907
"0304010107",34,0.7868263898417354
"0304010108",25,4.064103486650856
"0304010109",23,5.460910456837155
"0304010110",77,1.2688186311488971
"0304010111",42,3.087510311678052
"0304010112",38,0.9582941859960556
"0304010113",122,1.1322311034199979
"0304010114",25,4.107904016040266
"0304010115",50,70.63881040929647
"0304010201",57,2.825018323486626
"0304010202",31,0.549047071923269
"0304010203",27,1.5503527194517666
"0304010204",27,0.1922959703952074
"0304010205",21,0.2624417414719408
"0304010206",16,98.44646066427231
"0304010301",44,0.5201012723555323
"0304010302",57,10.463920466303824
"0304010303",15,13.13898242264986
"0304010304",81,3.166304324331149
"0304010305",24,2.2596825768168154
"0304010306",19,7.161519310553558
"0304010401",12,0.30098295472562314
"0304010402",15,96.73581922436134
"0304010403",37,2.9926017150764577
"0304010404",1,0.13586699962615967
"0304010405",16,4.70999491873954
"0304010501",65,4.6317452215298545
"0304010502",26,5.963188031857664
"0304010503",56,0.9149771613672122
"0304010504",23,9.28848883509636
"0304010505",34,7.631388603576592
"0304010506",9,0.3582489937543869
"0304010507",27,0.12121584135456942
"0304020101",24,8.384425923228264
"0304020102",15,1.7950303459001589
"0304020103",33,90.19686511904
"0304020104",67,3.582227615059399
"0304020105",72,3.089062173096907
"0304020106",42,2.0067501279215016
"0304020107",43,4.55469363141391
"0304020108",32,4.5214248435305695
"0304020109",13,4.70172995991177
"0304020110",5,2.365338365236918
"0304020111",2,3.939100027084351
"0304020112",6,2.03916572034359
"0304020201",7,4.486625459045172
"0304020202",23,2.9426566021178258
"0304020203",54,2.528455454442236
"0304020204",13,5.82769912481308
"0304020205",11,2.9335744604468346
"0304020206",6,12.604990641276041
"0304020207",13,5.604962448279063
"0304020301",41,1.1548435503084744
"0304020302",55,0.9062862817552828
"0304020304",2,0.22528700530529025
"0304020305",15,4.980607045548303
"0304020306",7,6.150995646204267
"0304020307",8,2.430849646528562
"0304020308",2,7.053119897842409
"0304020309",1,1.643339991569519
"0304020310",3,2.4735300540924072
"0304020311",1,3.202569961547852
"0304020312",2,""
"0304020313",6,8.275180267790953
"0304020314",6,2.0876305550336838
"0304020401",25,7.890621645562351
"0304020402",5,9.582747781276703
"0304020403",11,9.257992552085357
"0304020404",4,2.9389848709106445
"0304020405",9,8.425505530834197
"0304020406",10,3.9938801700870195
"0304020407",1,""
"0304020408",19,2.2652493693832576
"0304020501",23,3.9280634618231227
"0304020502",9,3.7602009195688884
"0304020503",25,5.301906348296478
"0304020504",22,2.2911520913243293
"0304020505",6,3.388395051161448
"0304020506",8,3.874065739767892
"0304020507",8,1.5753279427687328
"0304020508",13,0.9987742621451616
"0304020509",6,0.8575395047664642
"0304020601",3,11.28504991531372
"0304020602",4,3.236702561378479
"0304020603",2,33.38426995277405
"0304020605",3,19.601499875386555
"0304020606",2,3.7360950708389282
"0304020607",3,19.1289967695872
"0304020608",5,37.95391219854355
"0304020609",2,2.783869981765747
"0304020701",6,4.85290002822876
"0304020702",2,0.1255359947681427
"0304020802",8,0.3248456001281738
"0304020803",8,6.69490721647647
"0304020804",1,1.9167699813842771
"0305010101",12,9.349262528121471
"0305010102",1,""
"0305010103",17,48.400390641391276
"0305010104",5,3.544189612070719
"0305010105",9,8.337315984070301
"0305010106",35,2.9278273590301214
"0305010107",14,0.6376676683624586
"0305010108",15,14.514893643558025
"0305010109",15,15.246904298654824
"0305010110",21,12.582524893410866
"0305010111",40,1.326282685860254
"0305010112",24,0.33578968793153763
"0305010113",30,6.044311816682845
"0305010114",43,10.585256629638026
"0305010115",42,4.171262622872989
"0305010201",10,8.86571934223175
"0305010202",12,19.518344295876364
"0305010203",25,1.294103274322697
"0305010204",24,9.161784293378746
"0305010205",38,0.9470979043028571
"0305010206",44,2.212938316166401
"0305010301",128,2.9539510724028912
"0305010302",57,0.768523296012598
"0305010303",23,6.4423882154857415
"0305010304",28,6.9708648685079355
"0305010305",11,1.4152057298592158
"0305010306",41,16.836266578308173
"0305010401",18,25.843213313817976
"0305010402",59,11.92931208034326
"0305010403",46,4.386597379775984
"0305010404",39,2.1989548006228037
"0305010501",74,5.840987280499151
"0305010502",41,0.3903418600465456
"0305010503",34,9.499499789254818
"0305010504",43,3.7618977718931785
"0305010505",30,17.26797603401873
"0305010506",7,0.650362491607666
"0305010507",10,70.6031928062439
"0305010508",17,16.258951399475336
"0305010509",13,0.492220644839108
"0305010510",25,1.985929120297763
"0305010511",6,2.794248979538679
"0305010512",62,3.5122746287338993
"0305010513",30,2.731389298703289
"0305010514",21,5.932871596887708
"0305010515",35,2.9636604385450482
"0305010516",24,26.650929778814316
"0305010601",9,0.8838263576268217
"0305010602",17,1.2366720552627857
"0305010603",12,47.72379846153975
"0305010604",10,2.9184658713638783
"0305010605",15,2.9675443853650774
"0305010606",15,0.7431402887616839
"0305010607",47,15.259790604998326
"0305010701",14,8.387390412390232
"0305010702",14,3.837430623444644
"0305010703",45,2.864340592380331
"0305010704",25,2.5026395122210183
"0305010705",13,2.485848646455755
"0305010801",50,0.9399462678425369
"0305010802",32,17.929874843591826
"0305010803",16,3.663796979933977
"0305010804",8,0.16007399559020996
"0305010805",8,0.2805968742031837
"0305010901",20,2.9026906061917543
"0305010902",34,1.550007143119971
"0305010903",50,5.230883862903843
"0305010904",38,3.9966529467970497
"0305010905",15,8.622185519763402
"0305010906",9,27.308441675135068
"0305010907",20,1.870619381874955
"0305010908",27,27.20730492658913
"0305010909",34,0.5758903009050033
"0305010910",25,2.0181565770636434
"0305010911",16,0.4020908918120602
"0305010912",33,1.5959368509550889
"0305010913",15,5.9829121535323795
"0305010914",41,1.4496338963508606
"0305011001",75,1.1554781540351755
"0305011002",36,1.3547527368579593
"0305011003",112,1.9034540580169668
"0305011004",20,1.7702562655839655
"0305011101",81,3.400862946617799
"0305011201",15,46.88748275902536
"0305011202",4,2.3279235027730465
"0305020101",1,81.73030090332031
"0305020102",4,4.986004948616028
"0305020103",8,4.269861763379595
"0305020104",8,0.2049659937620163
"0305020105",3,1.6992030143737795
"0305020106",2,0.3904100060462952
"0305020107",15,3.396167567520428
"0305020202",2,0.4865109920501709
"0305020301",84,1.5165174434312267
"0305020302",63,1.933176567984952
"0305020303",76,1.4468138206850838
"0305020401",163,1.3704250496722037
"0305020402",24,1.9168340596167937
"0305020403",92,1.1370785311678664
"0305020501",21,3.449092856475285
"0305020503",11,2.655718043446541
"0305020601",8,4.315787073224783
"0305020602",3,33.1006934940815
"0305020604",1,3.110260009765625
"0305020701",36,1.660522236174438
"0305020702",13,3.84590981900692
"0305020703",3,2.0065837303797407
"0305020704",13,3.0641264654695988
"0305020705",4,3.5080106953779864
"0305020706",17,2.580555031696955
"0305020707",4,55.24936215082804
"0305020708",4,1.2117834140663035
"0305020709",3,0.015415100380778313
"0305020710",1,""
"0305020711",1,""
"0305020801",3,13.691749678032162
"0305020802",7,4.664415061473846
"0305020803",2,0.20956100523471832
"0305020804",9,1.6719294488430023
"0305020805",2,0.2425480037927628
"0305020806",13,0.5263037363474723
"0305020902",12,0.2482299953699112
"0306010101",42,8.540191443824865
"0306010102",13,42.046638053324486
"0306010103",18,2.543126973057432
"0306010104",21,3.5297216098341675
"0306010105",18,10.42414539205757
"0306010106",3,""
"0306010107",24,0.9516229357570409
"0306010108",6,7.175943478941917
"0306010201",12,17.09422196660723
"0306010202",40,0.8213365913632935
"0306010203",16,1.0616006335386863
"0306010204",16,3.6670040947695575
"0306010205",13,2.3984937037933958
"0306010301",2,2.2705600261688232
"0306010302",22,13.42026058937374
"0306010303",16,2.7521763177854672
"0306010304",30,62.1716643938777
"0306010305",25,0.6039930068784289
"0306010306",20,1.0949171487081912
"0306010307",16,143.633333209157
"0306010401",46,2.9059991099544473
"0306010402",36,3.236542572352019
"0306010403",7,0.5871044881641865
"0306010404",43,6.412455554931395
"0306010405",7,1.1774056653181713
"0306010406",11,0.3990413869250915
"0306010501",12,1.6843658834695816
"0306010502",16,1.6149779523794467
"0306010503",17,3.166108411550522
"0306010504",9,1.22068835546573
"0306010601",61,4.5562879289297955
"0306010602",84,1.7253637591946043
"0306010603",34,3.657026489193623
"0306010604",37,1.5747550858996455
"0306010605",21,2.5004851245566417
"0306010606",72,5.703648365327511
"0306010607",28,1.8427159175542849
"0306010608",23,2.0437540894462947
"0306010609",9,2.8902794793248177
"0306010701",11,28.333116821944714
"0306010702",20,1.075116764754057
"0306010703",61,1.2682214016094804
"0306010801",18,6.962095223805484
"0306010802",65,2.506464567111463
"0306010803",29,1.8843715973198414
"0306010804",9,1.9825579623381298
"0306010805",16,1.3261314843382155
"0306010901",34,2.726639835163951
"0306010902",8,2.30221756867
"0306010903",11,14.957303365071615
"0306011002",1,1.1036800146102903
"0306011003",1,""
"0306020101",13,0.8364363834261894
"0306020102",24,3.9401791288206973
"0306020103",42,2.965284623783261
"0306020104",21,6.044068320017112
"0306020105",40,3.5356152888975645
"0306020106",34,4.6495353458449244
"0306020107",32,1.9345460793664377
"0306020201",16,0.8049106381156228
"0306020202",22,2.911331782028789
"0306020203",28,3.4888261528242204
"0306020204",21,5.252747015733468
"0306020205",22,2.0612890077264687
"0306020206",9,1.1437676288187504
"0306020301",34,1.9267566553735378
"0306020302",35,3.7618095455118845
"0306020303",76,3.830906537600926
"0306020304",89,1.6914133100611408
"0306020305",8,16.612291026860476
"0306020306",2,4.015408426523209
"0306020402",2,""
"0306020403",3,""
"0306020404",6,1.3952302591254313
"0306020405",9,0.19659767604753142
"0307010101",295,1.3865836181514595
"0307010102",248,1.3925298819533334
"0307010103",502,1.402033748045808
"0307010104",324,1.2635710457643348
"0307010105",375,1.4984974125715889
"0307010106",473,1.3086762196663768
"0307010107",24,0.9290881366892294
"0307010108",13,2.066483097150922
"0307010109",35,1.83864975720644
"0307010110",31,1.92254709705594
"0307010111",24,3.0699109412156624
"0307010112",12,12.474782713434912
"0307010113",26,17.349197157555157
"0307010114",45,1.7074018146300467
"0307010115",7,0.6812330678415796
"0307010116",41,0.8237241766079987
"0307010117",22,26.10221806397805
"0307010118",20,19.99100909009576
"0307010201",32,1.30556128334461
"0307010202",25,8.87106106029107
"0307010203",11,0.5911710038781166
"0307010204",34,0.8059310342731147
"0307010205",48,6.00321633880958
"0307010206",19,5.690074708844934
"0307010207",10,2.9675494171679024
"0307010208",21,0.8288283654872108
"0307010209",39,1.4354342278657537
"0307010210",24,2.7172402774586395
"0307010211",17,2.3009475377218154
"0307010212",7,5.3668662284811335
"0307010213",4,1.1106689870357513
"0307010214",7,0.47883799970149993
"0307010301",80,0.8841839838205487
"0307010302",57,2.0405012995179277
"0307010303",83,2.5249757399646247
"0307010304",64,3.466071011816583
"0307010305",26,5.908768969691462
"0307010306",43,13.358870739783642
"0307010307",57,1.6998352794183624
"0307010308",11,0.4105368597166879
"0307010309",8,64.1206213690457
"0307010310",15,3.191441122442484
"0307010311",50,6.21188980184185
"0307010312",23,1.5807603821827798
"0307010313",36,19.38425194002964
"0307010314",54,8.091409249313397
"0307010315",47,1.1866439922955845
"0307010316",63,1.6459426402414206
"0307010401",29,2.0451335173845293
"0307010402",63,2.498927261465444
"0307010403",39,1.801262928651912
"0307010404",26,1.8723390691954154
"0307010405",39,5.3178571230482445
"0307010406",21,9.436492095851511
"0307010407",17,0.5480013094358862
"0307010408",41,1.5490421119790811
"0307010501",13,3.2191151908852835
"0307010502",25,2.370365219360048
"0307010503",28,0.7419287350616957
"0307010504",21,21.14948258505148
"0307010601",29,1.8536654022987933
"0307010602",16,0.42383558799823123
"0307010603",46,1.6286696512252092
"0307010604",6,30.943717161814373
"0307010701",36,2.655585532387098
"0307010702",31,1.6963165991248623
"0307010703",32,1.9088316035270692
"0307010704",27,11.355449284613133
"0307010705",40,35.74348028648544
"0307020101",42,0.7686315319117378
"0307020102",30,2.5114578620663712
"0307020103",2,6.456575214862823
"0307020104",24,2.429048039433491
"0307020105",12,1.0467557857433958
"0307020106",8,2.6224958023854663
"0307020107",7,6.477113326390584
"0307020108",9,0.33086424320936203
"0307020109",8,0.9110127325568881
"0307020110",23,1.5203364402055741
"0307020111",5,1.5102472342550755
"0307020201",11,3.449210375547409
"0307020202",2,""
"0307020203",5,1.2000550031661987
"0307020204",6,4.475892727573712
"0307020205",4,1.1872306838631632
"0307020301",1,""
"0307020408",2,1.008222982287407
"0307020409",7,1.2110365613674123
"0308010101",1,""
"0308010104",1,166.7570037841797
"0308010105",1,0.011785300448536871
"0308010106",2,1.737589955329895
"0308010107",2,29.17594909667969
"0308010110",12,2.749321392178535
"0308010111",8,2.4640690851956606
"0308010113",1,""
"0308010114",1,1.3723200559616089
"0308010201",9,5.616214291916953
"0308010202",3,1.443254013856252
"0308010203",3,8.406341115633648
"0308010204",1,31.34370040893555
"0308010205",2,31.34370040893555
"0308010208",1,1.3362300395965576
"0308010211",1,8.874659538269043
"0308010212",1,116.39800262451172
"0308010213",3,4.2045094569524135
"0308010214",3,70.78052918364604
"0308010301",2,1.310982033610344
"0308010304",3,0.15329499542713165
"0308010306",2,""
"0308010308",2,0.00044145798892714083
"0308010310",3,1.1970738644401233
"0308010311",5,0.7665533572435379
"0308010314",1,""
"0308010316",2,2.7326700687408447
"0308020201",1,0.2617940008640289
"0308020301",1,""
"0308020302",4,""
"0308020303",5,3.2072501182556152
"0309010101",2,4.671379923820496
"0309010102",1,""
"0309010103",3,2.288536290327708
"0309010104",2,68.1796989440918
"0309010105",5,0.8697827607393265
"0309010106",1,69.71810150146484
"0309010108",1,69.71810150146484
"0309010109",3,11.626046816507975
"0309010110",2,14.284611389040947
"0309010112",5,13.148393459618092
"0309010113",3,1.8679156104723613
"0309010114",4,74.48149871826172
"0309010115",2,71.5671501159668
"0309010117",4,4.50926035642624
"0309010118",2,5.2861151695251465
"0309010119",1,68.65280151367189
"0309010120",3,68.65280151367189
"0309010121",12,5.020143389701843
"0309010201",3,57.542198181152344
"0309010202",2,11.282329678535461
"0309010203",5,21.974674701690674
"0309010303",13,2.1312977075576787
"0309010304",2,""
"0309020102",13,0.0003782119893003255
"0309020201",1,""
"0309020202",3,""
"0309020203",2,""
"0309020204",1,""
"0309020205",4,""
"0309020206",4,""
"0309020207",3,""
"0309020208",1,""
"0309020211",5,""
"0309020212",5,""
"0309020213",1,""
"0309020214",1,""
"0309020501",6,0.00021562300389632583
"0309020502",6,7.34527682699263
"0309020504",1,142.77200317382812
"0309020601",2,""
"0309020602",3,9.828180313110352
"0309020603",2,""
"0309020604",3,42.75680160522461
"0309020605",2,0.01859859935939312
"0309020606",1,0.279092013835907
"0309020607",1,""
"0309020608",1,8.798919677734375
"0309020611",3,""
"0309020612",8,""
"0309020613",1,""
"0309020614",10,0.8299335092306137
"0309020615",3,3.9974149465560913
"0309020616",11,5.032085061073303
"0309020617",5,0.9601114690303802
"0310010101",12,10.168422295411196
"0310010102",8,2.6362900733947754
"0310010103",93,0.8422430905193323
"0310010104",50,0.23563499841839075
"0310010107",1,""
"0310010108",6,0.5675600171089172
"0310010109",1,""
"0310010110",1,10.373700141906738
"0310010111",3,65.19494919975598
"0310010201",2,""
"0310010204",1,0.1176770031452179
"0310010205",1,4.505829811096191
"0310020101",3,1.2588523129622142
"0310020102",10,0.32268114760518074
"0310020103",4,0.8410635143518448
"0310020201",3,129.50300598144528
"0310020202",2,39.166964523494244
"0310020301",7,0.7884919536300004
"0310020302",1,0.4416339993476868
"0310020401",80,1.2994558893971973
"0310020402",46,3.8372896239161487
"0310020403",10,4.287840769759247
"0310020501",9,0.2023400068283081
"0310020502",5,1.8246179421742756
"0310020503",3,11.790416970849037
"0310020504",1,28.427499771118164
"0310020505",3,16.54239336649577
"0310020601",2,0.31637050211429596
"0310020602",10,0.46921217772695756
"0310020603",17,1.2607586979866028
"0310020605",7,0.08373360335826874
"0310020606",3,0.9616931453347205
"0310020702",1,""
"0310020703",8,""
"0310020705",6,1.3663364549477894
"0310020802",6,""
"0310020803",2,0.4915730059146881
"0310020804",4,2.2896499633789062
"0310020805",2,1.7217999696731567
"0310020806",7,""
"0310020809",3,22.815980851650238
"0310020810",2,1.6465500593185425
"0310020811",3,8.396963198979696
"0311010202",1,1.0687799453735352
"0311010205",2,3.750364899635315
"0311010209",3,2.036486725012461
"0311010301",21,1.8283266441689596
"0311010302",5,1.1575029902160168
"0311010303",2,5.914850056171418
"0311010304",7,0.6441565901041031
"0311020101",3,101.47364263236521
"0311020102",1,2.9330499172210693
"0311020103",3,1.9781000018119812
"0311020106",17,""
"0311020108",20,0.282727843230532
"0311020109",1,""
"0311020201",36,0.39825450800708495
"0311020202",36,0.7357195280492306
"0311020203",87,1.0122526577660735
"0311020204",31,1.2292097687721253
