HUC12,NumTEspp
080203030505,1
080203030506,1
080203030508,1
080203030509,2
080203030510,2
080204010404,1
080301000200,1
080301000300,1
080401010101,1
080401010103,1
080401010201,1
080401010202,1
080401010203,1
080401010204,1
080401010205,1
080401010206,2
080401010302,2
080401010303,2
080401010305,1
080401010401,1
080401010402,1
080401010403,1
080401020101,2
080401020103,1
080401020104,2
080401020105,1
080401020108,1
080401020109,2
080401020203,1
080401020205,1
080401020302,1
080401020304,1
080401020403,1
080401020406,1
080401020502,4
080401020506,1
080401020603,1
080401020806,2
080401020902,3
080401020903,3
080401020904,3
080401020905,3
080401020906,3
080401030406,1
080401030705,1
080401030906,1
080401030907,1
080401030908,2
080402010503,1
080402010702,1
080402010706,3
080402020205,1
080402030102,1
080402030103,1
080402030202,1
080402030203,1
080402030301,1
080402030302,1
080402030303,1
080402030304,1
080402030305,1
080402030406,2
080402030604,3
080402030701,1
080402030702,2
080402030703,1
080402030704,3
080402030806,1
080402030808,1
080402030901,2
080402030902,1
080402030903,1
080402040301,1
080402040303,2
080402040304,1
080402040306,1
080402040405,2
080402040502,2
080402040503,2
080402040504,2
080402040506,2
080402040610,1
080403010505,1
080601000200,1
080601000302,1
080601000502,1
080601000600,1
080602030102,1
080602030103,1
080602030204,1
080602030207,1
080602030208,1
080602030209,1
080602030210,1
080602030403,1
080602030404,1
080602030501,1
080602030502,1
080602030503,1
102400010310,1
102400050102,1
102400050401,1
102400050402,1
102400050800,1
102400051003,1
102400051103,1
102400051302,1
102400051303,1
102400110101,1
102400110103,1
102400110107,1
102400110108,1
102400110109,1
102400110304,1
102400110306,1
102400110500,1
102400110601,1
102400110602,1
102400110606,1
102400110608,1
102801011708,1
102801021005,1
102801021007,1
102801021401,1
102802010602,1
102901060103,1
102901060201,1
102901060203,1
102901060204,1
102901060403,1
102901060404,1
102901060603,1
102901060703,1
102901061001,2
102901061003,1
102901061004,1
102901061005,1
102901061007,1
102901070101,1
102901070102,1
102901070103,1
102901070104,1
102901070403,1
102901080902,1
102901100103,1
102901100105,1
102901100107,1
102901100108,1
102901100110,1
102901100203,1
102901100302,1
102901100303,1
102901100304,1
102901100305,1
102901100306,1
102901100307,1
102901100308,1
102901110101,1
102901110102,1
102901110103,1
102901110104,1
102901110105,1
102901110107,1
102901110108,1
102901110203,1
102901110205,2
102901110207,2
102901110303,1
102901110304,1
102901110305,1
102901110306,1
102901110307,1
102901110403,2
102901110404,2
102901110405,2
102901110406,2
102901110407,1
102902010306,1
102902010307,1
102902010406,2
102902010407,2
102902010408,2
102902010506,1
102902010602,2
102902010603,2
102902010701,1
102902010702,2
102902020203,1
102902020401,1
102902020402,1
102902020403,1
102902020404,1
102902030201,1
102902030202,1
102902030203,2
102902030205,1
102902030206,2
102902030207,1
102902030208,2
102902030209,2
102902030301,3
102902030303,3
102902030307,3
102902030309,3
102902030311,3
103001010301,1
103001010305,1
103001010306,1
103001010307,1
103001010604,1
103001010802,1
103001011101,1
103001011104,1
103001011105,1
103001011106,1
103001011201,1
103001011202,1
103001011204,1
103001011205,1
103001020104,1
103001020105,1
103001020106,1
103001020501,1
103001020502,1
103001020503,1
103001020801,1
103001020802,1
103001020803,1
103001020805,1
103001020901,1
103001020902,1
103001020903,1
103001020904,1
103001020905,1
103001021301,1
103001021302,1
103001021304,1
103001021305,1
103001021306,1
103001021604,1
103001021606,1
103001021609,1
103001030601,1
103001030701,1
103002000301,1
103002000302,1
103002000409,1
103002000508,1
103002000601,1
103002000603,1
103002000607,1
103002000702,1
103002000704,1
103002000801,1
103002000804,1
110100010607,1
110100010609,1
110100010610,1
110100010611,1
110100010703,1
110100010704,1
110100011105,2
110100011106,1
110100020301,1
110100020304,1
110100020403,1
110100020505,1
110100020508,1
110100031004,1
110100031005,1
110100031107,1
110100040203,1
110100040205,1
110100040306,1
110100040403,1
110100040404,1
110100040601,1
110100040603,1
110100040704,1
110100040705,2
110100040706,1
110100050104,1
110100050206,1
110100050207,1
110100050402,1
110100050502,1
110100050504,1
110100050508,1
110100061003,1
110100070602,1
110100070605,1
110100070701,3
110100070702,2
110100070703,1
110100070805,1
110100070905,1
110100071001,1
110100071002,1
110100071003,1
110100080704,2
110100080806,1
110100080903,2
110100090201,2
110100090204,5
110100090206,1
110100090207,2
110100100103,2
110100100205,1
110100100207,1
110100100304,1
110100100305,1
110100100306,1
110100100307,3
110100100503,2
110100100504,3
110100100505,4
110100100506,3
110100100507,4
110100110403,1
110100110404,1
110100110405,2
110100120104,2
110100120205,1
110100120206,2
110100120207,2
110100120304,2
110100120306,1
110100120307,3
110100120403,3
110100120405,3
110100120502,3
110100120504,2
110100130203,2
110100130301,3
110100130302,3
110100130303,2
110100130403,2
110100130404,2
110100130501,2
110100130502,2
110100130503,2
110100130602,1
110100130603,2
110100140102,2
110100140103,2
110100140104,2
110100140202,1
110100140203,1
110100140204,2
110100140205,2
110100140302,1
110100140303,2
110100140304,2
110100140305,1
110100140401,1
110100140402,2
110100140403,3
110100140404,3
110100140405,2
110100140501,1
110100140502,1
110100140505,2
110100140506,1
110100140602,2
110100140703,1
110100140704,1
110100140706,1
110400010908,1
110400011006,1
110400060604,1
110400080104,1
110500010507,1
110500010508,1
110500010609,1
110500010706,1
110500010707,1
110500020102,1
110500020308,1
110500021108,1
110500021110,1
110500030207,1
110500030208,1
110500030211,1
110500030403,1
110500030503,1
110500030509,1
110600040307,1
110600040308,1
110600040506,1
110600040507,1
110600040905,1
110600060604,1
110600060611,1
110600060708,1
110600060709,1
110701030207,2
110701030303,1
110701030305,2
110701030309,2
110701050205,1
110701050408,1
110701060503,1
110702060102,1
110702060104,3
110702060107,1
110702060201,1
110702060304,1
110702060404,1
110702070101,1
110702070104,1
110702070307,1
110702070311,1
110702070501,1
110702070504,1
110702070505,2
110702070506,3
110702070508,3
110702070603,1
110702070605,2
110702070606,1
110702070607,1
110702070608,1
110702070703,1
110702070706,1
110702070801,1
110702070802,1
110702070803,1
110702070804,1
110702070805,1
110702070806,2
110702070904,1
110702071002,2
110702071003,1
110702071004,3
110702080203,1
110702080205,1
110702080206,1
110702080306,1
110702080307,1
110702080401,1
110702080504,1
110702080505,1
110702090304,1
110702090306,1
110702090308,1
110702090309,1
110702090310,1
110702090501,1
110702090504,1
110901060808,1
110902010101,1
110902010105,1
110902010106,1
110902010203,1
110902010204,1
110902010206,1
110902010303,1
110902010309,1
110902010401,1
110902010407,1
110902010501,1
110902010504,1
110902010507,1
110902010604,1
110902010703,1
110902020101,1
110902020102,1
110902020103,1
110902020106,1
110902020107,1
110902020205,1
110902020302,1
110902020303,1
110902020304,1
110902020305,1
110902020306,1
110902020503,1
110902020506,1
110902020507,1
110902020601,1
110902020606,1
110902030108,1
110902030302,1
110902040105,1
110902040204,1
110902040207,1
110902040208,1
110902040309,1
110902040702,1
110902040705,1
110902040803,1
111001011206,1
111001011207,1
111001020202,1
111001020205,1
111001020502,1
111001020510,1
111001020609,1
111001030511,1
111001030512,1
111001040504,1
111001040505,1
111002010105,1
111002010407,1
111002010503,1
111002010506,1
111002010509,1
111002010510,1
111002010602,1
111002010605,1
111002010607,1
111002030406,1
111002030509,1
111002030510,1
111003010304,1
111003010404,1
111003010706,1
111003020705,1
111003020707,1
111003020710,1
111003020712,1
111003030905,1
111003031008,1
111101010301,1
111101010506,1
111101030102,1
111101030103,2
111101030201,1
111101030301,1
111101030303,1
111101030304,1
111101030305,4
111101030403,1
111101030501,1
111101030601,2
111101030603,2
111101030606,2
111101030607,1
111101030801,1
111101030802,1
111101030803,2
111101030804,1
111101030906,1
111101030908,1
111101040609,1
111102010501,1
111102010503,1
111102010505,1
111102021101,1
111102021103,1
111102030302,1
111102060406,1
111302100303,1
111303030809,1
111303040302,1
111401020104,1
111401050105,1
111401050108,3
111401050303,2
111401050304,1
111401050305,2
111401050401,2
111401050402,3
111401050405,3
111401050408,1
111401050607,2
111401050703,1
111401050707,1
111401060607,1
111401070101,1
111401070102,1
111401070103,1
111401070104,1
111401070105,1
111401070106,1
111401070107,1
111401070108,1
111401070110,1
111401070111,1
111401070202,1
111401070203,1
111401070204,1
111401070206,1
111401070207,1
111401070208,1
111401070209,1
111401070210,2
111401070301,1
111401070309,2
111401070401,1
111401070402,2
111401070404,3
111401070405,1
111401070407,1
111401070409,3
111401080101,1
111401080102,1
111401080104,1
111401080105,1
111401080201,1
111401080202,1
111401080203,1
111401080204,1
111401080205,1
111401080207,1
111401080208,1
111401080209,2
111401080301,1
111401080302,1
111401080303,1
111401080307,1
111401080308,1
111401090101,1
111401090102,4
111401090103,2
111401090107,3
111401090108,2
111401090202,1
111401090203,1
111401090304,1
111401090403,1
111401090404,1
111401090405,1
111401090406,1
111401090501,2
111401090502,2
111401090503,3
111401090602,2
111401090603,1
111401090802,1
111401090901,1
111401090902,1
111401091101,1
111401091102,1
111401091103,1
111401091201,1
111401091202,1
