"id","dams","off_network_dams","miles","barriers"
"05121",87,2,1.944000005722046,0
"05123",13,5,0.40700000524520874,0
"05125",195,41,1.7380000352859497,49
"05127",80,9,3.4619998931884766,11
"05129",84,0,0.1589999943971634,33
"05131",103,17,25.482999801635742,0
"05133",43,2,17.106000900268555,0
"05135",120,2,0.9629999995231628,39
"05137",75,2,0.527999997138977,13
"05139",33,4,299.7770080566406,0
"05141",192,0,0.8920000195503235,139
"05143",323,14,3.0959999561309814,69
"05145",382,7,0.8190000057220459,0
"05149",52,5,25.92799949645996,95
"08009",8,3,8.116999626159668,0
"08071",3,3,0.0,0
"11001",16,0,1.9019999504089355,0
"12001",6,2,98.06800079345703,0
"12005",103,79,0.7480000257492065,4
"12007",1,0,7.638000011444092,0
"12009",0,0,0.0,24
"12011",16,2,6.586999893188477,0
"12013",385,309,2.4539999961853027,49
"12015",10,4,30.71500015258789,22
"12017",6,2,65.5780029296875,16
"12019",10,3,0.4090000092983246,0
"12023",4,1,0.2619999945163727,0
"12027",1,0,11.628999710083008,33
"12029",5,1,2.809999942779541,0
"12031",8,2,0.7160000205039978,0
"12033",139,60,3.555000066757202,130
"12037",204,187,0.45500001311302185,2
"12039",339,143,11.256999969482422,75
"12043",23,4,5.710999965667725,0
"12045",217,186,0.800000011920929,17
"12047",35,22,0.09799999743700027,0
"12049",14,9,2.0,70
"12051",17,6,1.6619999408721924,0
"12053",11,10,1.25600004196167,10
"12055",12,4,47.21200180053711,4
"12057",77,40,4.7230000495910645,0
"12059",92,18,1.5429999828338623,63
"12061",6,4,1.7359999418258667,18
"12063",944,745,0.7229999899864197,138
"12065",39,14,4.747000217437744,0
"12067",3,2,0.16200000047683716,0
"12069",39,9,10.439000129699707,9
"12071",1,0,203.947998046875,0
"12073",132,45,0.8090000152587891,45
"12075",2,0,11.223999977111816,2
"12077",139,118,2.318000078201294,31
"12079",1,0,1.3279999494552612,0
"12081",15,8,50.86199951171875,2
"12083",3,0,52.229000091552734,6
"12085",6,1,23.53700065612793,0
"12086",35,14,3.2760000228881836,0
"12087",1,0,0.0,0
"12089",4,3,8.956000328063965,0
"12091",1053,277,0.4410000145435333,41
"12093",20,5,27.058000564575195,0
"12095",105,68,1.5119999647140503,38
"12097",16,2,46.303001403808594,40
"12099",45,11,4.565999984741211,0
"12101",2,0,29.243999481201172,8
"12103",9,2,1.5779999494552612,0
"12105",221,165,6.271999835968018,124
"12107",9,3,63.19599914550781,0
"12111",12,2,2.688999891281128,0
"12113",205,85,0.38100001215934753,127
"12115",13,0,0.8259999752044678,0
"12117",27,10,0.8259999752044678,30
"12119",8,1,5.340000152587891,39
"12121",2,0,0.34599998593330383,0
"12123",2,0,11.928000450134277,0
"12125",2,0,1.281000018119812,0
"12127",1,0,6.929999828338623,0
"12129",10,7,0.7710000276565552,9
"12131",655,182,0.5929999947547913,51
"12133",101,55,0.9900000095367432,33
"13001",21,7,1.7209999561309814,0
"13003",14,0,1.6970000267028809,0
"13005",27,10,1.878000020980835,0
"13007",247,218,21.031999588012695,0
"13009",74,3,8.609000205993652,0
"13011",38,8,3.8949999809265137,0
"13013",295,110,0.8029999732971191,0
"13015",105,9,7.019000053405762,5
"13017",104,4,1.1460000276565552,0
"13019",124,6,1.503999948501587,0
"13021",76,7,8.652000427246094,0
"13023",54,4,1.972000002861023,0
"13025",7,3,4.684999942779541,0
"13027",64,10,2.428999900817871,0
"13029",5,1,4.8379998207092285,0
"13031",141,4,5.309999942779541,0
"13033",122,2,4.798999786376953,0
"13035",18,4,5.113999843597412,0
"13037",348,134,1.906999945640564,0
"13039",1,1,0.0,0
"13043",58,4,2.6480000019073486,0
"13045",1183,249,0.5820000171661377,0
"13047",53,1,13.701000213623047,1
"13049",5,0,53.03200149536133,0
"13051",3,3,0.0,0
"13053",109,22,1.9329999685287476,0
"13055",21,2,12.055000305175781,10
"13057",142,46,2.4019999504089355,10
"13059",298,82,1.0839999914169312,0
"13061",147,34,12.26099967956543,0
"13063",198,105,0.5249999761581421,0
"13065",7,1,3.2939999103546143,0
"13067",754,452,0.9919999837875366,0
"13069",89,13,3.0859999656677246,0
"13071",326,19,1.0700000524520874,0
"13073",65,9,16.334999084472656,0
"13075",55,5,23.41699981689453,0
"13077",1232,368,0.6269999742507935,0
"13079",262,68,0.722000002861023,7
"13081",478,241,0.7900000214576721,0
"13083",67,10,3.6480000019073486,1
"13085",43,13,5.238999843597412,14
"13087",506,365,0.6140000224113464,0
"13089",177,58,0.925000011920929,0
"13091",90,5,3.299999952316284,0
"13093",304,114,1.2760000228881836,0
"13095",418,351,9.340999603271484,0
"13097",497,186,0.9629999995231628,0
"13099",609,334,0.8730000257492065,0
"13101",2,1,1.2300000190734863,0
"13103",27,5,2.4539999961853027,0
"13105",19,4,2.7720000743865967,0
"13107",97,4,4.056000232696533,0
"13109",47,3,3.4089999198913574,0
"13111",64,3,7.806000232696533,8
"13113",673,321,0.6800000071525574,0
"13115",58,8,39.10499954223633,7
"13117",349,144,2.2690000534057617,1
"13119",14,0,3.8350000381469727,0
"13121",974,527,1.281999945640564,0
"13123",214,8,1.8320000171661377,5
"13125",11,0,4.4629998207092285,0
"13129",272,0,0.6679999828338623,0
"13131",280,114,1.069000005722046,0
"13133",46,11,3.13100004196167,0
"13135",313,130,1.7640000581741333,0
"13137",280,115,1.159999966621399,0
"13139",346,167,0.8379999995231628,2
"13141",50,1,15.387999534606934,0
"13143",441,96,1.5579999685287476,0
"13145",900,306,1.465000033378601,0
"13147",24,2,2.2929999828338623,0
"13149",411,122,0.9129999876022339,0
"13151",112,17,8.38599967956543,0
"13153",76,11,2.056999921798706,2
"13155",183,4,1.062999963760376,0
"13157",899,415,1.1299999952316284,5
"13159",59,7,14.74899959564209,0
"13161",25,12,1.3969999551773071,0
"13163",61,1,3.9790000915527344,0
"13165",30,5,3.2149999141693115,0
"13167",34,2,4.75,0
"13169",80,5,2.3510000705718994,0
"13171",189,40,0.8679999709129333,0
"13173",8,3,1.2350000143051147,0
"13175",160,5,2.0889999866485596,0
"13177",315,170,1.2359999418258667,0
"13179",15,7,24.552000045776367,0
"13181",6,3,0.9649999737739563,0
"13183",8,1,2.115999937057495,0
"13185",43,11,1.9299999475479126,0
"13187",128,43,1.7699999809265137,53
"13189",46,5,6.431000232696533,0
"13193",290,100,1.7200000286102295,0
"13195",125,65,5.377999782562256,0
"13197",391,98,1.1799999475479126,0
"13199",987,541,0.7919999957084656,0
"13201",341,258,1.1699999570846558,0
"13205",787,548,0.5730000138282776,0
"13207",87,10,12.086999893188477,0
"13209",39,2,1.625,0
"13211",84,10,2.4140000343322754,0
"13213",34,6,21.614999771118164,4
"13215",356,80,0.7179999947547913,0
"13217",57,8,7.531000137329102,0
"13219",388,110,1.281000018119812,0
"13221",172,52,0.6800000071525574,0
"13223",390,121,0.8100000023841858,0
"13225",22,0,3.8440001010894775,1
"13227",135,5,1.3580000400543213,1
"13229",19,3,1.5119999647140503,0
"13231",682,413,0.5659999847412109,0
"13233",86,9,3.565000057220459,0
"13235",41,1,3.8310000896453857,0
"13237",38,5,32.79899978637695,0
"13239",50,13,1.409999966621399,0
"13241",26,2,4.0920000076293945,90
"13243",320,63,0.5870000123977661,0
"13245",73,8,25.486000061035156,0
"13247",64,10,5.861000061035156,0
"13249",180,17,0.6359999775886536,0
"13251",63,4,3.197000026702881,0
"13253",264,218,1.9609999656677246,0
"13255",372,158,0.9020000100135803,0
"13257",28,3,5.21999979019165,0
"13259",257,58,0.8349999785423279,0
"13261",525,167,1.0980000495910645,0
"13263",496,215,0.4189999997615814,0
"13265",7,2,0.531000018119812,2
"13267",90,6,24.554000854492188,0
"13269",353,86,1.187000036239624,0
"13271",64,10,9.892000198364258,0
"13273",321,125,1.1720000505447388,0
"13275",108,3,1.5420000553131104,0
"13277",186,4,0.9900000095367432,0
"13279",100,10,2.496999979019165,0
"13281",19,0,3.311000108718872,0
"13283",50,3,4.690000057220459,0
"13285",689,222,1.312999963760376,0
"13287",202,20,0.7490000128746033,0
"13289",50,6,5.4710001945495605,0
"13291",41,4,13.970999717712402,65
"13293",529,257,0.6060000061988831,0
"13295",77,2,4.486999988555908,2
"13297",60,7,2.5439999103546143,1
"13299",8,3,5.090000152587891,0
"13301",50,11,4.230999946594238,0
"13303",148,7,2.86299991607666,0
"13305",39,8,1.534000039100647,0
"13307",209,38,0.7860000133514404,0
"13309",46,3,0.7850000262260437,0
"13311",225,84,1.597000002861023,1
"13313",41,5,2.247999906539917,3
"13315",74,3,2.7260000705718994,0
"13317",29,4,2.0840001106262207,1
"13319",75,24,6.697999954223633,0
"13321",700,237,1.3569999933242798,0
"17001",18,1,291.8290100097656,0
"17003",3,0,17.354000091552734,0
"17005",13,1,1.0329999923706055,0
"17013",1,0,1937.823974609375,0
"17021",1,0,1.4850000143051147,0
"17027",15,4,352.4800109863281,0
"17029",1,1,0.0,0
"17041",1,0,1.6399999856948853,0
"17051",13,1,6.554999828338623,0
"17055",33,12,54.99700164794922,0
"17059",11,2,0.8949999809265137,0
"17065",9,1,1.5440000295639038,0
"17067",4,0,8.694999694824219,0
"17069",4,1,1.8029999732971191,0
"17077",21,5,16.538999557495117,0
"17081",27,6,2.1559998989105225,0
"17083",18,1,0.7170000076293945,0
"17087",18,2,4.696000099182129,0
"17117",23,1,1.9670000076293945,0
"17119",58,6,3.359999895095825,0
"17121",16,2,14.402999877929688,0
"17127",4,0,3.8399999141693115,0
"17133",21,3,3.2880001068115234,0
"17135",41,4,16.579999923706055,0
"17139",3,0,1.687000036239624,0
"17145",13,4,20.71500015258789,0
"17149",7,1,1.5750000476837158,0
"17151",5,0,21.21299934387207,0
"17153",4,0,0.4000000059604645,0
"17157",26,3,246.08700561523438,0
"17163",55,15,3.183000087738037,0
"17165",23,6,4.34499979019165,0
"17173",5,1,339.2900085449219,0
"17181",8,1,1.8609999418258667,0
"17189",13,2,2.8399999141693115,0
"17193",2,0,1.1089999675750732,0
"17199",31,4,24.88800048828125,0
"18019",17,0,6.38100004196167,0
"18025",3,0,6.442999839782715,0
"18029",7,0,0.7580000162124634,0
"18037",9,2,0.6769999861717224,0
"18043",6,0,2.6459999084472656,0
"18047",1,0,0.22499999403953552,0
"18061",6,0,9.416999816894531,0
"18077",1,0,0.0,0
"18123",12,0,30.437999725341797,0
"18129",1,0,1.7380000352859497,0
"18137",10,0,119.02200317382812,0
"18143",1,0,0.10100000351667404,0
"18147",9,0,3.7300000190734863,0
"18155",5,0,1.0160000324249268,0
"18163",9,0,0.48100000619888306,0
"18173",3,1,0.05999999865889549,0
"18175",6,0,11.973999977111816,0
"19001",50,3,0.7409999966621399,0
"19003",57,1,1.6150000095367432,0
"19007",91,8,2.677999973297119,0
"19009",83,0,0.7549999952316284,0
"19015",16,3,8.843999862670898,0
"19021",5,4,0.7620000243186951,0
"19025",2,2,0.0,0
"19027",10,3,4.426000118255615,0
"19029",78,2,1.0160000324249268,0
"19039",52,3,2.3259999752044678,0
"19047",2,0,0.777999997138977,0
"19049",60,5,4.361999988555908,0
"19051",128,11,1.055999994277954,0
"19053",86,12,24.128000259399414,0
"19059",1,0,21.420000076293945,0
"19063",5,1,0.7170000076293945,0
"19071",66,3,0.925000011920929,0
"19073",18,1,21.165000915527344,0
"19077",56,4,6.627999782562256,0
"19079",3,0,3.572999954223633,0
"19091",7,1,6.173999786376953,0
"19099",1,0,0.7020000219345093,0
"19101",6,0,0.41200000047683716,0
"19109",6,0,27.593000411987305,0
"19111",11,0,1.440000057220459,0
"19117",85,6,2.174999952316284,0
"19121",74,7,1.6180000305175781,0
"19123",12,2,0.47699999809265137,0
"19125",39,4,70.29100036621094,0
"19129",78,5,1.2829999923706055,0
"19135",80,12,2.3929998874664307,0
"19137",43,1,3.440999984741211,0
"19145",29,0,0.9929999709129333,0
"19147",3,0,19.3700008392334,0
"19151",8,2,8.324000358581543,0
"19153",63,9,68.69000244140625,0
"19155",29,1,1.069000005722046,0
"19159",161,9,1.8940000534057617,0
"19161",4,0,2.3559999465942383,0
"19165",5,1,3.8889999389648438,0
"19173",64,1,13.187999725341797,0
"19175",124,7,2.193000078201294,0
"19177",44,3,2.3259999752044678,0
"19179",44,3,60.125999450683594,0
"19181",101,10,0.7250000238418579,0
"19185",77,9,7.758999824523926,2
"19187",15,2,37.47700119018555,0
"19189",1,0,0.3479999899864197,0
"20001",24,3,10.878999710083008,0
"20003",54,4,5.638999938964844,0
"20005",178,141,0.734000027179718,0
"20007",92,3,3.0220000743865967,0
"20011",93,12,5.651000022888184,0
"20013",231,87,1.6699999570846558,0
"20015",12,0,5.947000026702881,0
"20017",93,6,42.10599899291992,0
"20019",85,4,8.10099983215332,0
"20021",8,2,700.5269775390625,1
"20025",19,1,20.792999267578125,0
"20027",3,3,0.0,0
"20031",61,2,3.990000009536743,0
"20033",27,0,6.883999824523926,0
"20035",60,1,5.769999980926514,0
"20037",65,12,2.861999988555908,0
"20043",96,28,2.075000047683716,0
"20045",112,83,1.531999945640564,0
"20049",94,2,8.279000282287598,0
"20059",69,7,4.090000152587891,0
"20061",7,7,0.0,0
"20067",7,1,111.94000244140625,0
"20069",3,0,5.047999858856201,0
"20073",169,22,13.449999809265137,0
"20075",5,0,3.2860000133514404,0
"20077",22,1,7.836999893188477,0
"20079",3,0,4.501999855041504,0
"20085",257,257,0.0,0
"20087",313,313,0.0,0
"20091",108,57,1.1679999828338623,0
"20093",1,0,0.3659999966621399,0
"20095",6,0,3.3239998817443848,0
"20097",6,0,4.625,0
"20099",59,4,3.0450000762939453,0
"20103",168,140,0.7329999804496765,0
"20107",83,13,3.434999942779541,0
"20111",115,11,3.1080000400543213,0
"20115",20,2,36.76100158691406,0
"20117",136,135,1.4149999618530273,0
"20119",18,0,5.638000011444092,0
"20121",73,11,1.5570000410079956,0
"20125",43,12,123.01000213623047,0
"20127",49,9,2.8510000705718994,0
"20131",205,147,3.5239999294281006,0
"20133",67,5,3.5350000858306885,0
"20139",62,23,48.8129997253418,0
"20149",95,95,0.0,0
"20151",1,0,4.696000099182129,0
"20157",8,8,0.0,0
"20161",18,18,0.0,0
"20175",6,1,1.100000023841858,0
"20177",173,173,0.0,0
"20187",12,3,75.5989990234375,0
"20189",8,0,2.062999963760376,0
"20191",3,1,20.222999572753906,0
"20197",59,50,1.6740000247955322,0
"20201",41,41,0.0,0
"20205",45,4,4.550000190734863,0
"20207",46,2,4.414000034332275,0
"20209",45,30,1.6950000524520874,0
"21001",11,1,1.2940000295639038,0
"21003",23,0,46.529998779296875,0
"21005",13,0,2.128000020980835,0
"21007",16,0,2.6740000247955322,0
"21009",31,0,0.4259999990463257,0
"21011",48,0,1.0399999618530273,30
"21013",41,1,5.302999973297119,1
"21015",56,2,2.0339999198913574,0
"21017",10,0,56.16600036621094,0
"21019",11,1,1.4010000228881836,0
"21021",3,0,18.607999801635742,0
"21023",12,0,618.4650268554688,0
"21025",18,0,1.437000036239624,0
"21027",21,1,47.4109992980957,0
"21029",57,1,1.2960000038146973,0
"21031",52,0,2.622999906539917,0
"21033",24,0,6.744999885559082,0
"21035",29,0,2.6010000705718994,0
"21037",23,0,1.4160000085830688,0
"21039",40,7,0.5149999856948853,0
"21041",12,3,1.8240000009536743,0
"21043",30,0,18.6200008392334,0
"21045",20,0,1.0609999895095825,0
"21047",52,2,7.53000020980835,0
"21049",13,1,28.56399917602539,0
"21051",44,0,0.6029999852180481,34
"21053",5,1,0.20999999344348907,0
"21055",18,0,0.8389999866485596,0
"21057",2,0,0.7559999823570251,0
"21059",20,8,0.5299999713897705,0
"21061",25,2,72.43199920654297,0
"21063",14,0,3.638000011444092,0
"21065",11,0,21.81100082397461,5
"21067",32,1,2.4179999828338623,0
"21069",41,2,2.2929999828338623,0
"21071",30,2,9.590999603271484,0
"21073",12,0,45.49300003051758,0
"21075",2,0,0.3179999887943268,0
"21077",13,0,385.17999267578125,0
"21079",8,0,43.75899887084961,0
"21081",17,0,2.928999900817871,0
"21083",59,9,1.5640000104904175,0
"21085",31,1,5.465000152587891,0
"21087",5,0,0.11800000071525574,0
"21089",34,1,2.187000036239624,0
"21091",16,1,505.72100830078125,0
"21093",28,2,3.0989999771118164,0
"21095",77,3,3.4100000858306885,0
"21097",10,2,58.92900085449219,0
"21099",12,0,0.8299999833106995,0
"21101",17,7,959.8140258789062,0
"21103",22,0,25.993000030517578,0
"21105",18,3,0.2879999876022339,0
"21107",91,9,0.9039999842643738,0
"21109",33,2,0.8889999985694885,99
"21111",48,3,112.70800018310547,0
"21113",11,1,0.37400001287460327,0
"21115",16,0,3.3929998874664307,0
"21117",25,0,3.0789999961853027,0
"21119",36,2,4.965000152587891,0
"21121",59,0,0.5389999747276306,0
"21123",22,2,3.6389999389648438,0
"21125",67,3,10.946999549865723,29
"21127",24,1,23.26799964904785,0
"21129",28,3,20.577999114990234,29
"21131",26,0,13.600000381469727,99
"21133",43,1,5.546999931335449,0
"21135",13,0,2.2679998874664307,0
"21137",36,0,2.7639999389648438,0
"21139",21,3,308.2510070800781,0
"21141",32,1,13.996999740600586,0
"21143",9,0,0.7609999775886536,17
"21145",19,1,0.7409999966621399,0
"21147",31,1,0.6200000047683716,89
"21149",5,2,730.8839721679688,0
"21151",25,1,41.82500076293945,0
"21153",26,1,0.906000018119812,0
"21155",40,2,13.8149995803833,0
"21157",29,3,3.0209999084472656,0
"21159",27,1,1.065999984741211,0
"21161",31,2,1.1519999504089355,0
"21163",4,0,12.666999816894531,0
"21165",13,0,3.490000009536743,111
"21167",9,1,28.823999404907227,0
"21169",9,0,1.2309999465942383,0
"21171",23,0,0.9359999895095825,0
"21173",38,1,8.413999557495117,0
"21175",16,0,0.3009999990463257,7
"21177",135,19,20.375,0
"21179",139,5,0.699999988079071,0
"21181",11,0,0.22300000488758087,0
"21183",63,4,0.6100000143051147,0
"21185",36,0,3.7269999980926514,0
"21187",11,0,45.20100021362305,0
"21189",10,0,0.6819999814033508,1
"21191",5,0,14.833999633789062,0
"21193",50,2,1.1480000019073486,1
"21195",69,3,14.947999954223633,0
"21197",18,0,3.890000104904175,49
"21199",52,5,0.2919999957084656,26
"21201",1,0,0.5690000057220459,0
"21203",21,0,2.075000047683716,22
"21205",28,3,0.3720000088214874,186
"21207",20,2,140.31199645996094,0
"21209",23,5,4.309000015258789,0
"21211",44,2,5.23799991607666,0
"21213",6,0,26.29800033569336,0
"21215",13,0,75.04299926757812,0
"21217",30,2,65.15599822998047,0
"21219",23,0,6.581999778747559,0
"21221",14,0,5.1519999504089355,66
"21223",7,0,0.45399999618530273,0
"21225",15,3,476.0880126953125,0
"21227",16,1,104.43900299072266,0
"21229",42,2,0.6330000162124634,0
"21231",18,0,0.5149999856948853,0
"21233",18,1,1.2359999418258667,0
"21235",74,0,1.0889999866485596,21
"21237",17,0,0.4440000057220459,8
"21239",18,1,19.143999099731445,0
"22001",5,5,0.0,0
"22003",16,13,0.33799999952316284,0
"22005",6,5,0.05000000074505806,0
"22007",2,2,0.0,0
"22009",3,2,0.15000000596046448,0
"22011",31,20,19.368999481201172,0
"22013",17,0,108.13200378417969,0
"22015",26,1,59.125,0
"22017",62,5,188.61900329589844,0
"22019",6,4,0.3330000042915344,0
"22021",8,6,0.0020000000949949026,0
"22025",12,2,10.883000373840332,0
"22027",26,6,55.9379997253418,0
"22029",2,1,0.0729999989271164,0
"22031",62,6,1.4930000305175781,0
"22033",14,10,8.842000007629395,0
"22037",56,19,0.6779999732971191,0
"22039",28,23,24.216999053955078,0
"22041",4,1,158.80599975585938,0
"22043",16,10,181.41900634765625,81
"22045",1,0,0.01899999938905239,0
"22049",11,7,9.569999694824219,0
"22053",2,1,1.0850000381469727,0
"22057",3,3,0.0,0
"22059",6,1,0.6930000185966492,0
"22061",42,26,0.5180000066757202,0
"22063",4,3,0.20900000631809235,0
"22067",9,8,93.44000244140625,0
"22069",35,1,148.7239990234375,125
"22071",1,1,0.0,0
"22073",14,10,46.810001373291016,0
"22077",4,1,19.878999710083008,0
"22079",28,14,46.24100112915039,24
"22081",9,0,225.8509979248047,0
"22083",4,1,21.34000015258789,0
"22085",19,1,346.7560119628906,0
"22091",26,4,0.20999999344348907,0
"22097",7,4,24.29199981689453,0
"22099",6,5,3.4679999351501465,0
"22101",1,1,0.0,0
"22103",40,12,13.324999809265137,0
"22105",47,7,1.3259999752044678,0
"22107",2,0,56.560001373291016,0
"22111",18,10,155.6490020751953,0
"22115",35,15,33.233001708984375,89
"22117",61,7,29.511999130249023,0
"22119",33,1,2.7909998893737793,0
"22123",3,2,1.6970000267028809,0
"22125",41,15,0.20100000500679016,0
"22127",10,5,256.84600830078125,19
"24001",21,2,168.23399353027344,0
"24013",4,0,50.57699966430664,0
"24017",25,2,8.246999740600586,0
"24021",25,2,17.40399932861328,0
"24023",8,1,2.075000047683716,0
"24031",75,5,42.83399963378906,0
"24033",96,3,2.0239999294281006,0
"24037",18,0,7.086999893188477,0
"24043",44,5,18.985000610351562,0
"28001",78,14,2.234999895095825,0
"28003",64,14,4.6519999504089355,0
"28005",48,12,7.564000129699707,23
"28007",87,19,1.1779999732971191,0
"28009",143,31,1.4800000190734863,24
"28011",27,12,12.579000473022461,0
"28013",71,22,1.024999976158142,3
"28015",203,11,2.9130001068115234,0
"28017",54,5,4.327000141143799,0
"28019",42,7,1.3980000019073486,0
"28021",48,17,1.2359999418258667,0
"28023",99,2,3.8369998931884766,0
"28025",35,10,0.9110000133514404,0
"28027",6,1,4.144000053405762,0
"28029",78,14,0.8820000290870667,0
"28031",101,5,23.41699981689453,0
"28033",136,87,36.8129997253418,0
"28035",110,5,1.3569999933242798,0
"28037",25,14,13.310999870300293,43
"28039",78,1,0.7900000214576721,0
"28041",62,3,135.7449951171875,39
"28043",59,11,57.59400177001953,0
"28045",38,0,2.0969998836517334,0
"28047",91,8,0.6039999723434448,0
"28049",300,78,1.1339999437332153,0
"28051",102,23,3.1619999408721924,0
"28053",60,60,0.0,0
"28055",1,0,2.927000045776367,0
"28057",92,5,6.422999858856201,7
"28059",13,0,2.072000026702881,0
"28061",104,2,1.6790000200271606,0
"28063",36,17,2.005000114440918,5
"28065",109,10,1.4079999923706055,0
"28067",183,22,3.313999891281128,65
"28069",79,6,2.5250000953674316,0
"28071",206,37,1.093999981880188,172
"28073",106,12,1.7139999866485596,0
"28075",280,12,4.934000015258789,0
"28077",28,4,0.675000011920929,0
"28079",56,5,1.784999966621399,0
"28081",90,12,3.2230000495910645,0
"28083",13,9,49.25400161743164,0
"28085",68,7,2.2109999656677246,2
"28087",82,22,54.702999114990234,11
"28089",196,88,14.340999603271484,0
"28091",92,15,1.4290000200271606,0
"28093",187,33,0.8569999933242798,27
"28095",95,20,0.6169999837875366,44
"28097",63,13,1.2879999876022339,0
"28099",102,13,2.322000026702881,0
"28101",115,2,3.361999988555908,0
"28103",84,11,2.1579999923706055,0
"28105",110,26,1.2710000276565552,0
"28107",157,28,20.427000045776367,0
"28109",195,17,0.8500000238418579,0
"28111",44,3,0.8510000109672546,0
"28113",64,19,3.0290000438690186,0
"28115",76,8,3.203000068664551,41
